Gene ID	Gene Name	Design Element	'non-small cell lung cancer' vs 'normal'.p-value	'non-small cell lung cancer' vs 'normal'.t-statistic	'non-small cell lung cancer' vs 'normal'.log2foldchange
ENSG00000115648	MLPH	218211_s_at	7.14061461253208e-17	-10.8695820817901	-2.4
ENSG00000115649	CNPPD1	200070_at	2.86183032046091e-08	-6.42930177745797	-0.5
ENSG00000115652	UXS1	225583_at	0.00485378897781909	-3.15248279406911	-0.3
ENSG00000115661	STK16	209622_at	1.45137783238705e-05	4.89211894305074	0.4
ENSG00000115665	SLC5A7	220722_s_at	0.468206039945619	0.894740668108057	0.1
ENSG00000115677	HDLBP	221767_x_at	7.39435556366057e-10	7.27042241774903	0.5
ENSG00000115685	PPP1R7	213465_s_at	0.0189286120434756	-2.64405570628333	-0.2
ENSG00000115687	PASK	213534_s_at	0.077853897653751	2.01979404490473	0.2
ENSG00000115694	STK25	201314_at	0.35025059360595	1.12444461241766	0.1
ENSG00000115705	TPO	210342_s_at	0.179867642658848	1.56756834620109	0.1
ENSG00000115718	PROC	206259_at	2.47241022333024e-05	4.75011065845765	0.4
ENSG00000115738	ID2	201565_s_at	5.543940749044e-22	-13.5797505680401	-1.6
ENSG00000115750	TAF1B	216941_s_at	0.030146590308624	2.45174693709148	0.2
ENSG00000115756	HPCAL1	212552_at	9.58755529216284e-20	-12.3763371484153	-1.3
ENSG00000115758	ODC1	200790_at	0.00385455157304966	3.23352765688571	0.7
ENSG00000115760	BIRC6	233093_s_at	0.302086635528487	1.23255926760148	0.1
ENSG00000115761	NOL10	222684_s_at	1.87890078704766e-18	11.6908451109598	0.9
ENSG00000115762	PLEKHB2	201410_at	3.42833580860368e-06	-5.26693144000712	-0.4
ENSG00000115806	GORASP2	207812_s_at	6.6900515926163e-17	10.8839820211916	0.7
ENSG00000115808	STRN	230734_x_at	1.48292039099517e-08	6.58347068912364	0.6
ENSG00000115816	CEBPZ	203341_at	0.000184334034944694	4.18818592937613	0.3
ENSG00000115825	PRKD3	218236_s_at	0.000527369716193002	-3.8784056601941	-0.4
ENSG00000115827	DCAF17	231921_at	7.25358517108804e-05	4.45414177915145	0.4
ENSG00000115828	QPCT	205174_s_at	0.228437389099573	1.41957449523848	0.3
ENSG00000115839	RAB3GAP1	213531_s_at	0.789079826964544	-0.351732969830397	0
ENSG00000115840	SLC25A12	203340_s_at	1.38178794750523e-12	8.67398088429763	0.7
ENSG00000115841	RMDN2	235349_at	6.57452021491737e-17	-10.8880071995402	-1.2
ENSG00000115844	DLX2	215685_s_at	0.825894189009034	-0.292453847416033	0
ENSG00000115850	LCT	206945_at	0.138941549590535	1.71545740860843	0.2
ENSG00000115866	DARS1	201623_s_at	1.06938083185607e-16	10.7793374662407	0.6
ENSG00000115875	SRSF7	214141_x_at	0.599534883312084	-0.664688969760106	0
ENSG00000115884	SDC1	201287_s_at	6.9733028106493e-21	12.9828622564198	1.8
ENSG00000115896	PLCL1	205934_at	2.1836715306219e-12	-8.57171754692578	-1
ENSG00000115902	SLC1A4	209610_s_at	5.895962890472e-22	13.5643860754761	2.1
ENSG00000115904	SOS1	227426_at	0.00448556579462558	3.18025110977286	0.2
ENSG00000115919	KYNU	217388_s_at	0.112329486282585	-1.83119476147068	-0.5
ENSG00000115934		1570465_at	NA	-0.803311348398335	0
ENSG00000115935	WIPF1	202664_at	7.08005172203964e-07	-5.65985311469636	-0.8
ENSG00000115942	ORC2	204853_at	1.7280606631607e-12	8.62377268395931	0.7
ENSG00000115944	COX7A2L	201256_at	8.59147556268562e-06	5.03078205284452	0.3
ENSG00000115946	PNO1	203622_s_at	1.32532898576344e-10	7.65733757042117	0.9
ENSG00000115947	ORC4	203351_s_at	7.20826123939859e-08	6.21114734912699	0.7
ENSG00000115956	PLEK	203470_s_at	8.8386037762196e-06	-5.02333460636197	-0.8
ENSG00000115963	RND3	212724_at	0.483023717133683	-0.868151609437254	-0.1
ENSG00000115966	ATF2	212984_at	0.0826585484980663	-1.99020437125407	-0.1
ENSG00000115970	THADA	54632_at	0.874430028317918	0.212989945668916	0
ENSG00000115977	AAK1	205434_s_at	0.574274497927654	-0.706746127628991	-0.1
ENSG00000115993	TRAK2	202125_s_at	2.96043816314376e-11	-7.99200251601491	-1
ENSG00000115998	C2orf42	219128_at	0.0770675932436792	2.02488536664554	0.1
ENSG00000116001	TIA1	201446_s_at	1.01932974774734e-08	6.66999978189067	0.6
ENSG00000116005	PCYOX1	225274_at	3.80754130135807e-12	-8.44740156943399	-0.8
ENSG00000116014	KISS1R	242517_at	2.48130301208323e-09	6.99635818968163	1.8
ENSG00000116016	EPAS1	200878_at	2.46692856070072e-25	-15.4592913842029	-2
ENSG00000116017	ARID3A	228008_at	0.132264429267817	1.7432573158637	0.1
ENSG00000116030	SUMO1	208762_at	0.0325961739758485	-2.4184972792793	-0.2
ENSG00000116031	CD207	220428_at	0.141998663176053	1.70293910398882	0.2
ENSG00000116032	GRIN3B	233892_at	0.539277108077391	-0.767202867476222	0
ENSG00000116035	VAX2	220443_s_at	5.83165964009101e-06	5.13117498112017	0.4
ENSG00000116039	ATP6V1B1	1554847_at	0.915079839042961	0.145307292502906	0
ENSG00000116044	NFE2L2	201146_at	0.0876105853835168	1.96029064799891	0.3
ENSG00000116062	MSH6	202911_at	4.06680510989703e-21	13.1110896675358	1.4
ENSG00000116095	PLEKHA3	223370_at	0.194634683123525	-1.52023226017818	-0.1
ENSG00000116096	SPR	203458_at	4.56356029934765e-07	5.76753048764556	0.4
ENSG00000116106	EPHA4	206114_at	0.000546957795646508	3.86736425315841	0.6
ENSG00000116117	PARD3B	228411_at	6.26082424043771e-18	-11.4173251762149	-1.4
ENSG00000116120	FARSB	223035_s_at	2.30877102937928e-18	11.6434941791246	0.8
ENSG00000116127	ALMS1	214707_x_at	0.000110765657666978	-4.33430969894039	-0.4
ENSG00000116128	BCL9	204129_at	9.31587804848573e-09	6.69136810672597	0.4
ENSG00000116132	PRRX1	226695_at	0.00417415277217215	3.20547829119476	0.7
ENSG00000116133	DHCR24	200862_at	9.96349213474605e-08	-6.13436058538254	-0.6
ENSG00000116138	DNAJC16	212908_at	0.148444446289553	-1.67797368019184	-0.1
ENSG00000116141	MARK1	221047_s_at	2.35151624174353e-13	9.06617275191732	1.8
ENSG00000116147	TNR	1564897_at	0.892814517064433	0.1826647816404	0
ENSG00000116151	MORN1	219852_s_at	0.212537298912894	-1.4652311339023	-0.1
ENSG00000116157	GPX7	213170_at	3.12232021579995e-06	5.29102764921747	1
ENSG00000116161	CACYBP	211761_s_at	0.150550902400157	1.67005888129084	0.1
ENSG00000116171	SCP2	211733_x_at	1.35408833703151e-05	-4.91027733550359	-0.4
ENSG00000116176	TPSG1	220339_s_at	0.530482145028123	-0.782236318629748	0
ENSG00000116183	PAPPA2	211918_x_at	0.17955850179407	1.56852881207481	0.1
ENSG00000116191	RALGPS2	227224_at	6.26136263721351e-24	14.6626840951598	1.6
ENSG00000116194	ANGPTL1	231773_at	1.9071855747577e-13	-9.11344990184928	-1.5
ENSG00000116198	CEP104	204074_s_at	0.107287508873852	1.85526665183261	0.2
ENSG00000116199	FAM20B	202915_s_at	0.00150172796944736	3.54995303276486	0.4
ENSG00000116205	TCEANC2	238737_at	6.80420774851452e-08	6.2252495943984	0.4
ENSG00000116209	TMEM59	200620_at	0.0299330940616037	-2.45478570641048	-0.2
ENSG00000116212	LRRC42	215084_s_at	1.40267562402603e-19	12.2877524680391	1
ENSG00000116213	WRAP73	219322_s_at	4.18466394229425e-07	5.78877659835792	0.4
ENSG00000116218	NPHS2	220424_at	0.826800549389714	-0.290961154697249	0
ENSG00000116221	MRPL37	222993_at	5.85467109022504e-16	10.39780107635	1
ENSG00000116237	ICMT	201609_x_at	1.27238811367017e-19	12.3108326262303	0.9
ENSG00000116251	RPL22	221726_at	9.55908022553108e-05	-4.37659166893556	-0.3
ENSG00000116254	CHD5	213965_s_at	0.752635325858925	-0.411800496885729	0
ENSG00000116260	QSOX1	201482_at	0.00585454611433946	-3.08661927104499	-0.5
ENSG00000116266	STXBP3	203310_at	3.40580819415307e-11	-7.96073581273378	-0.6
ENSG00000116273	PHF13	225005_at	9.44466550352038e-09	6.68814967350546	0.7
ENSG00000116285	ERRFI1	224657_at	0.0855683748311528	-1.9727065779276	-0.4
ENSG00000116288	PARK7	200006_at	0.0153059428064974	2.72877559932593	0.1
ENSG00000116299	ELAPOR1	226248_s_at	0.166244635215804	1.61364933807243	0.5
ENSG00000116329	OPRD1	207792_at	0.0351729056171747	2.38531048643533	0.1
ENSG00000116337	AMPD2	212360_at	0.879481925152043	0.204879129182346	0
ENSG00000116350	SRSF4	201696_at	0.00368649678810987	-3.24933783630581	-0.2
ENSG00000116353	MECR	218664_at	5.37384683303923e-07	5.72758944647865	0.4
ENSG00000116396	KCNC4	208251_at	0.351955396341468	-1.12076954822464	-0.1
ENSG00000116406	EDEM3	223243_s_at	8.20128067897513e-05	4.41984212743018	0.4
ENSG00000116455	WDR77	201421_s_at	0.000693711310808942	3.79409268519915	0.3
ENSG00000116459	ATP5PB	211755_s_at	0.550756795881561	0.746561501848409	0
ENSG00000116473	RAP1A	202362_at	4.8567437399549e-17	-10.9539264156369	-0.7
ENSG00000116478	HDAC1	201209_at	4.28597486728948e-15	9.95356555999646	1
ENSG00000116489	CAPZA1	208374_s_at	0.0440128181932474	-2.28663367069735	-0.1
ENSG00000116497	S100PBP	218370_s_at	0.843384753989377	0.263356238281602	0
ENSG00000116514	RNF19B	36564_at	0.0818772905079413	1.99489380534433	0.3
ENSG00000116521	SCAMP3	201771_at	1.32682924901159e-12	8.68315029137965	0.5
ENSG00000116525	TRIM62	219272_at	0.00464005665775928	3.16838438701785	0.3
ENSG00000116539	ASH1L	222667_s_at	0.484372471635995	0.865570937816209	0.1
ENSG00000116544	DLGAP3	231151_at	0.418193749119718	0.98911033107454	0
ENSG00000116560	SFPQ	201586_s_at	0.0035333646302388	3.26404307219722	0.3
ENSG00000116574	RHOU	223168_at	1.53493891362589e-11	-8.13908778503172	-1.8
ENSG00000116580	GON4L	223555_at	9.02608605965402e-05	4.39278158781386	0.3
ENSG00000116584	ARHGEF2	209435_s_at	2.26880633412075e-19	-12.1780449445094	-0.9
ENSG00000116586	LAMTOR2	218291_at	0.0642169299054669	2.11279639395608	0.2
ENSG00000116604	MEF2D	225641_at	5.81758032683756e-14	-9.37753163933147	-0.9
ENSG00000116641	DOCK7	225384_at	4.34252987169986e-10	7.39060167584199	0.7
ENSG00000116649	SRM	201516_at	4.01500867807085e-13	8.94643866722355	0.9
ENSG00000116661	FBXO2	219305_x_at	0.187768370736233	1.54200520937297	0.2
ENSG00000116663	FBXO6	231769_at	0.254765694995334	1.34915014915016	0.2
ENSG00000116667	C1orf21	223125_s_at	1.49831287011012e-06	-5.47539083261472	-0.8
ENSG00000116668	SWT1	223548_at	0.332761179229695	1.1625601459794	0.1
ENSG00000116670	MAD2L2	223234_at	8.11976195874223e-11	7.76711534421969	0.8
ENSG00000116675	DNAJC6	204720_s_at	0.490480925133653	-0.854101283374622	-0.2
ENSG00000116678	LEPR	209894_at	1.49222325487992e-23	-14.4465779240421	-3.1
ENSG00000116679	IVNS1ABP	206245_s_at	3.44571747577513e-06	5.26551449847742	0.6
ENSG00000116685	KIAA2013	224708_at	0.0481387002212326	2.24682808103702	0.1
ENSG00000116688	MFN2	201155_s_at	0.213158810529965	1.46336239496714	0.1
ENSG00000116690	PRG4	206007_at	2.69333391518163e-05	-4.72709522039748	-0.6
ENSG00000116691	MIIP	48659_at	0.270712642359939	-1.30872307107573	-0.1
ENSG00000116698	SMG7	201794_s_at	3.04347106826767e-12	8.49816998027544	0.7
ENSG00000116701	NCF2	209949_at	4.2846300217222e-18	-11.5034357226155	-2
ENSG00000116703	PDC	211496_s_at	0.361565222253828	1.101063596325	0
ENSG00000116704	SLC35D1	209711_at	0.0088031865554125	2.93886756391368	0.3
ENSG00000116711	PLA2G4A	210145_at	0.013556785274642	2.77657285292662	0.7
ENSG00000116717	GADD45A	203725_at	0.61341639706412	-0.64160083349526	-0.1
ENSG00000116726	PRAMEF12	216001_at	0.450299368190613	-0.929081012094706	0
ENSG00000116729	WLS	221958_s_at	0.0496627739388821	-2.23256728150665	-0.3
ENSG00000116731	PRDM2	203057_s_at	0.773668548057275	-0.376603339453094	0
ENSG00000116741	RGS2	202388_at	1.47349077342514e-16	-10.7071092262408	-1.7
ENSG00000116745	RPE65	207107_at	NA	-1.31742891449627	0
ENSG00000116747	RO60	212852_s_at	0.339015057396363	1.14860035883963	0.1
ENSG00000116748	AMPD1	206121_at	0.00209287326465082	-3.4410465048497	-0.4
ENSG00000116750	UCHL5	219960_s_at	3.45461989496449e-19	12.0825533634246	1
ENSG00000116752	BCAS2	203053_at	0.000792343144298604	-3.7525105936232	-0.3
ENSG00000116754	SRSF11	200686_s_at	0.000947139486824248	-3.69688815134596	-0.3
ENSG00000116761	CTH	217127_at	0.246483222925962	1.37057232686913	0.2
ENSG00000116771	AGMAT	222930_s_at	1.4434670656796e-05	4.89355802000288	0.3
ENSG00000116785	CFHR3	1554459_s_at	0.0121450512622197	2.8186313958279	0.1
ENSG00000116786	PLEKHM2	212146_at	0.00164585663675156	-3.51985689644908	-0.2
ENSG00000116791	CRYZ	202950_at	0.0179599323677908	-2.66492377986644	-0.4
ENSG00000116793	PHTF1	210191_s_at	0.0763122316787634	-2.02945171117306	-0.2
ENSG00000116809	ZBTB17	203602_s_at	0.456802129693787	-0.916247236565991	-0.1
ENSG00000116815	CD58	205173_x_at	1.00197773296693e-11	-8.23444496818333	-0.9
ENSG00000116819	TFAP2E	1555348_at	0.163638510326196	1.62298927819984	0.1
ENSG00000116824	CD2	205831_at	0.00298861684746422	-3.32107879111189	-0.7
ENSG00000116830	TTF2	204407_at	2.75909092993581e-08	6.43795690066834	0.7
ENSG00000116833	NR5A2	210174_at	6.9796991090451e-10	-7.28368749358295	-1.1
ENSG00000116852	KIF21B	204411_at	0.000862576303450972	-3.72593734033123	-0.3
ENSG00000116857	TMEM9	222988_s_at	6.06731895514118e-05	4.50454141837586	0.4
ENSG00000116863	ADPRS	223097_at	0.50171412465735	-0.833757778655239	-0.1
ENSG00000116871	MAP7D1	217943_s_at	0.00023343339668388	-4.11950070835066	-0.4
ENSG00000116874	WARS2	222734_at	0.643194715023023	-0.590754220057639	-0.1
ENSG00000116882	HAO2	220801_s_at	0.927888635512513	0.124366097590296	0
ENSG00000116898	MRPS15	226296_s_at	8.44428059615316e-06	5.03526382535834	0.4
ENSG00000116903	EXOC8	227577_at	0.248707183119355	-1.3648758627312	-0.1
ENSG00000116906	GNPAT	201956_s_at	0.00257155496087269	3.37251678476613	0.2
ENSG00000116918	TSNAX	203983_at	0.240435420551856	1.38642715410553	0.1
ENSG00000116922	C1orf109	218712_at	6.62508179098792e-06	5.09824729470438	0.5
ENSG00000116954	RRAGC	242531_at	0.00517374656842451	-3.13043548843558	-0.1
ENSG00000116962	NID1	202007_at	0.0142801420598874	2.75680174493087	0.6
ENSG00000116977	LGALS8	208933_s_at	1.89704735485733e-07	-5.9798022679456	-0.6
ENSG00000116981	NT5C1A	224529_s_at	0.895762729124878	-0.17755604565406	0
ENSG00000116983	HPCAL4	222091_at	0.639492380088865	0.597168998382191	0
ENSG00000116984	MTR	203774_at	0.498505177708652	-0.839601150259021	-0.1
ENSG00000116985	BMP8B	235275_at	4.79463983990058e-09	6.8445772840692	0.5
ENSG00000116990	MYCL	214058_at	3.96563607267507e-07	5.80177510243992	1.2
ENSG00000116991	SIPA1L2	225056_at	0.000314012327138571	4.03287438433915	0.6
ENSG00000116996	ZP4	231756_at	0.486765924755228	0.861458434695306	0
ENSG00000117000	RLF	204243_at	3.39398142184411e-06	5.26977279384036	0.5
ENSG00000117009	KMO	211138_s_at	6.02714276754041e-15	-9.87794930071745	-2
ENSG00000117010	ZNF684	232563_at	0.0215259544582492	-2.59242292884574	-0.2
ENSG00000117013	KCNQ4	221083_at	0.176861267246494	1.57716300790688	0.1
ENSG00000117016	RIMS3	204730_at	1.15659714774539e-08	-6.64051677639931	-0.9
ENSG00000117020	AKT3	212607_at	0.00644782818448258	-3.05164367888585	-0.5
ENSG00000117036	ETV3	227200_at	0.0191783898471712	-2.6385483429476	-0.3
ENSG00000117054	ACADM	202502_at	1.20710909068652e-07	-6.08838795661471	-0.5
ENSG00000117069	ST6GALNAC5	220979_s_at	5.42420648324223e-13	-8.87991341885287	-1.7
ENSG00000117090	SLAMF1	239427_at	0.63003720045465	0.612920947618472	0
ENSG00000117091	CD48	204118_at	9.44737566148183e-09	-6.68803141130522	-1.2
ENSG00000117114	ADGRL2	206953_s_at	1.43541113690451e-10	-7.63931125682497	-1.3
ENSG00000117115	PADI2	209791_at	0.0263049682119841	-2.5089956757673	-0.2
ENSG00000117118	SDHB	202675_at	0.0479929490648248	2.24823615490957	0.2
ENSG00000117133	RPF1	218462_at	0.0207662463588293	-2.60692336484956	-0.2
ENSG00000117139	KDM5B	211202_s_at	8.32556621866984e-20	12.4095632468278	1.1
ENSG00000117143	UAP1	209340_at	0.942488566896744	-0.0998711552238985	0
ENSG00000117148	ACTL8	214957_at	0.250482446983119	1.3600689639542	0.1
ENSG00000117151	CTBS	218923_at	3.7914773512902e-06	-5.24119822963493	-0.5
ENSG00000117152	RGS4	204337_at	3.89675439522011e-06	5.23419219063531	1.1
ENSG00000117153	KLHL12	225068_at	2.43378391277687e-08	6.46770526928332	0.5
ENSG00000117154	IGSF21	227154_at	0.141303233063342	-1.70567856471989	-0.2
ENSG00000117155	SSX2IP	203016_s_at	1.64975955541652e-13	9.14465887520917	1.2
ENSG00000117174	ZNHIT6	218932_at	0.00328319361529826	3.28915140086961	0.3
ENSG00000117215	PLA2G2D	220423_at	0.00113959765946794	3.63842640186743	0.5
ENSG00000117222	RBBP5	205169_at	0.000626960479505712	3.82515999487696	0.3
ENSG00000117226	GBP3	223434_at	3.23622393771628e-05	-4.67667730657429	-1.4
ENSG00000117228	GBP1	231577_s_at	0.00193143001978793	-3.46747738582936	-0.7
ENSG00000117245	KIF17	222144_at	3.51002475498352e-17	-11.0272604572342	-0.6
ENSG00000117266	CDK18	214797_s_at	0.0201969813750218	-2.61807702880974	-0.2
ENSG00000117280	RAB29	218699_at	0.0697425412983568	-2.07306012858293	-0.2
ENSG00000117281	CD160	207840_at	6.05984858435777e-09	-6.79101356381173	-0.4
ENSG00000117298	ECE1	201749_at	0.12792504973158	1.76227451009457	0.2
ENSG00000117305	HMGCL	202772_at	0.170513567803135	-1.59883191261386	-0.1
ENSG00000117308	GALE	202528_at	0.210984443740905	1.4699525130228	0.2
ENSG00000117318	ID3	207826_s_at	9.26111078253459e-10	-7.22007716963064	-1.1
ENSG00000117322	CR2	205544_s_at	0.442158625187994	0.944194468010837	0.1
ENSG00000117335	CD46	208783_s_at	0.695900379506929	-0.50505896164846	-0.1
ENSG00000117360	PRPF3	202251_at	0.860098635077881	-0.236357771458924	0
ENSG00000117362	APH1A	218389_s_at	3.46816824112069e-06	5.26390636461639	0.3
ENSG00000117385	P3H1	220750_s_at	1.71697618993461e-12	8.62547325129496	1.1
ENSG00000117394	SLC2A1	201250_s_at	3.5477853005622e-29	17.785084480694	4.3
ENSG00000117395	EBNA1BP2	201323_at	9.56773918502643e-11	7.73069848174555	0.6
ENSG00000117399	CDC20	202870_s_at	6.05657445018936e-41	26.3316965239397	4.1
ENSG00000117400	MPL	211903_s_at	0.0166435426536787	2.6955336055346	0.1
ENSG00000117407	ARTN	210237_at	2.87629279710694e-11	7.99880497162774	1.6
ENSG00000117408	IPO13	203546_at	7.75613906899166e-07	5.637406451195	0.5
ENSG00000117410	ATP6V0B	200078_s_at	0.917841247747703	-0.140582948846625	0
ENSG00000117411	B4GALT2	209413_at	4.80154243893836e-13	8.90657178662482	0.7
ENSG00000117419	ERI3	208973_at	2.78761701888655e-07	5.88737779759825	0.6
ENSG00000117425	PTCH2	221292_at	0.378143600353078	1.06782579995993	0
ENSG00000117448	AKR1A1	201900_s_at	0.0300549890392361	2.45301902765712	0.2
ENSG00000117450	PRDX1	208680_at	5.23833437031193e-07	5.73388168475286	0.5
ENSG00000117461	PIK3R3	202743_at	3.15356956372558e-07	-5.85736125083106	-1
ENSG00000117472	TSPAN1	209114_at	0.151843910505171	1.66501859627817	0.5
ENSG00000117475	BLZF1	203840_at	0.182196025621125	-1.55974688275813	-0.1
ENSG00000117477	CCDC181	1555112_a_at	0.135916727050226	-1.72777925365707	-0.2
ENSG00000117479	SLC19A2	209681_at	8.74938094344042e-11	-7.7508171330927	-1.3
ENSG00000117480	FAAH	204231_s_at	0.00380644694741442	-3.23783955519237	-0.3
ENSG00000117481	NSUN4	230023_at	0.0748054541027326	-2.03930130414992	-0.2
ENSG00000117500	TMED5	202194_at	1.93252307496519e-09	-7.05370454148718	-0.7
ENSG00000117501	MROH9	221182_at	0.238250754472209	-1.3921719096952	-0.1
ENSG00000117505	DR1	209187_at	0.30056350660015	1.23593768153295	0.1
ENSG00000117507	FMO6P	215174_at	0.0212441470787626	2.59794602555888	0.2
ENSG00000117519	CNN3	201445_at	0.000159556139320279	-4.22983223038888	-0.6
ENSG00000117523	PRRC2C	211946_s_at	2.53529663432218e-09	6.99154079345762	0.4
ENSG00000117525	F3	204363_at	0.00880814227800638	-2.93858256964182	-0.5
ENSG00000117528	ABCD3	202850_at	0.000699749942892249	-3.79138451776036	-0.4
ENSG00000117533	VAMP4	213480_at	2.05941347642819e-12	-8.58488062666464	-0.7
ENSG00000117543	DPH5	224196_x_at	0.107182954324097	1.85584232644763	0.1
ENSG00000117560	FASLG	210865_at	0.702189550636669	-0.494122527198942	0
ENSG00000117569	PTBP2	218683_at	0.899410103847578	0.171770496350112	0
ENSG00000117586	TNFSF4	207426_s_at	1.82204094585039e-11	8.10071367722179	1
ENSG00000117592	PRDX6	200844_s_at	1.69244911633134e-06	5.44429928914617	0.3
ENSG00000117593	DARS2	218365_s_at	3.92642432891543e-17	11.0027626899831	1.3
ENSG00000117594	HSD11B1	205404_at	6.69999345928352e-06	-5.09521760137241	-1
ENSG00000117595	IRF6	202597_at	1.1059303589694e-15	10.2562339370632	1.9
ENSG00000117597	UTP25	204700_x_at	8.52720379393199e-20	12.4034540871094	1.2
ENSG00000117598	PLPPR5	242825_at	0.493841450169845	0.848429259531079	0
ENSG00000117600	PLPPR4	213496_at	0.000304259542257185	-4.04222645084459	-0.6
ENSG00000117601	SERPINC1	210049_at	0.233422864842417	-1.4058989845415	-0.1
ENSG00000117602	RCAN3	226272_at	0.899932587358028	0.170780911621219	0
ENSG00000117614	SYF2	202553_s_at	4.31085263729196e-07	-5.78139132933348	-0.4
ENSG00000117616	RSRP1	209007_s_at	3.67293972062417e-08	-6.36954725176601	-0.8
ENSG00000117620	SLC35A3	206770_s_at	0.00919296545120833	2.92281783686523	0.3
ENSG00000117625	RCOR3	222605_at	0.0273506905310339	-2.49291469670459	-0.3
ENSG00000117632	STMN1	200783_s_at	2.18520036863291e-09	7.02527989601101	0.9
ENSG00000117640	MTFR1L	224280_s_at	4.15519134526802e-10	-7.40082510033033	-0.6
ENSG00000117643	MAN1C1	218918_at	4.04253763436489e-13	-8.94472064608441	-1.2
ENSG00000117650	NEK2	204641_at	1.0751480568926e-34	21.4489520563406	3.3
ENSG00000117676	RPS6KA1	203379_at	5.78704244563956e-11	-7.8425523568314	-0.9
ENSG00000117682	DHDDS	218547_at	0.0735898553607603	2.04747330506706	0.2
ENSG00000117691	NENF	218407_x_at	0.840524813842644	-0.268429269965117	0
ENSG00000117697	NSL1	209484_s_at	0.97033264637539	-0.0528860080854578	0
ENSG00000117707	PROX1	228656_at	0.695054814474634	-0.506548688813555	0
ENSG00000117713	ARID1A	212152_x_at	0.0114044348613761	2.84241067596776	0.2
ENSG00000117724	CENPF	207828_s_at	8.57305262720573e-37	22.9866052378615	3.5
ENSG00000117748	RPA2	201756_at	0.064362108536843	2.11159216045531	0.2
ENSG00000117751	PPP1R8	207830_s_at	0.000667019914624794	3.80611831220506	0.2
ENSG00000117758	STX12	212112_s_at	1.27970637188841e-25	-15.6233670422498	-1.1
ENSG00000117791	MTARC2	221636_s_at	2.14448570136424e-22	-13.8062541226947	-1.5
ENSG00000117834	SLC5A9	232378_at	1.33434121816485e-11	-8.17050564299817	-1
ENSG00000117859	OSBPL9	218047_at	3.87361344277898e-05	-4.62786241142999	-0.4
ENSG00000117868	ESYT2	224699_s_at	8.08102569462822e-09	6.72443908785861	0.7
ENSG00000117877	POLR1G	205264_at	3.29736225229705e-11	7.96812339487722	0.9
ENSG00000117899	MESD	224675_at	0.000863659531030323	3.72553666840119	0.2
ENSG00000117906	RCN2	201486_at	1.27910793858778e-11	8.18005863449513	0.8
ENSG00000117971	CHRNB4	207516_at	0.0292492203461107	2.46457369228235	0.1
ENSG00000117983	MUC5B	213432_at	0.00623623261596122	3.06375101347018	0.7
ENSG00000117984	CTSD	200766_at	3.6012801800132e-05	-4.64763043211734	-0.7
ENSG00000118004	COLEC11	219873_at	0.609543095774546	-0.648348741356005	-0.1
ENSG00000118007	STAG1	202294_at	0.0227372459012856	-2.56977937706326	-0.2
ENSG00000118017	A4GNT	221131_at	0.00339038291515306	-3.27818318676626	-0.1
ENSG00000118046	STK11	231017_at	0.00137429804865664	-3.57820637391232	-0.3
ENSG00000118058	KMT2A	212080_at	0.110132686659669	-1.84162131426972	-0.1
ENSG00000118094	TREH	207378_at	0.461908520707504	-0.906192848073547	0
ENSG00000118096	IFT46	218483_s_at	0.324126291280691	1.18205761393429	0.1
ENSG00000118113	MMP8	231688_at	0.24543999199299	1.37317084115437	0.1
ENSG00000118137	APOA1	204450_x_at	1.3317976422281e-05	-4.91463689316602	-0.2
ENSG00000118156	ZNF541	232604_at	0.0103914704282863	-2.8769669968405	-0.2
ENSG00000118160	SLC8A2	215267_s_at	0.00286630815740012	3.33564025685101	0.2
ENSG00000118162	KPTN	220160_s_at	0.000381099835239004	3.97514661200404	0.4
ENSG00000118193	KIF14	206364_at	2.04177764778431e-32	19.886032208131	2.6
ENSG00000118197	DDX59	223662_x_at	3.93534134118003e-08	-6.35336847666776	-0.5
ENSG00000118200	CAMSAP2	212765_at	0.254663739339242	-1.34949037483913	-0.1
ENSG00000118217	ATF6	226941_at	5.96769923497046e-06	-5.12532621364817	-0.6
ENSG00000118231	CRYGD	207532_at	0.0733086263283142	2.04945022211666	0.1
ENSG00000118242	MREG	219648_at	0.00456097097648395	3.17442818807137	0.4
ENSG00000118245	TNP1	206568_at	0.17527459708117	1.58252220670048	0.1
ENSG00000118246	FASTKD2	216996_s_at	5.14297987212274e-07	5.7383491117343	0.5
ENSG00000118257	NRP2	225566_at	0.27998176473893	1.28504842642089	0.2
ENSG00000118260	CREB1	204313_s_at	0.646993689700808	0.584807287693907	0.1
ENSG00000118263	KLF7	204334_at	0.00489488435529854	-3.14954287556332	-0.4
ENSG00000118271	TTR	209660_at	0.0386516961216786	-2.34428085992003	-0.1
ENSG00000118276	B4GALT6	235333_at	0.0328110273780404	2.41563886534468	0.4
ENSG00000118292	C1orf54	219506_at	1.83442867881267e-09	-7.06563015485185	-1
ENSG00000118298	CA14	219464_at	2.35175335559641e-05	4.76388078957234	0.2
ENSG00000118307	CFAP94	220168_at	0.00150670140903331	-3.54885552879998	-0.4
ENSG00000118308	IRAG2	204674_at	2.9302969432593e-05	-4.70379607684474	-0.6
ENSG00000118322	ATP10B	214070_s_at	5.37500054111115e-11	7.85921410045399	1.5
ENSG00000118363	SPCS2	243570_at	0.000741436942496744	-3.77331419309999	-0.2
ENSG00000118369	USP35	229198_at	0.00390893881547147	3.22881781634714	0.3
