Gene ID	Gene Name	Design Element	'non-small cell lung cancer' vs 'normal'.p-value	'non-small cell lung cancer' vs 'normal'.t-statistic	'non-small cell lung cancer' vs 'normal'.log2foldchange
ENSG00000000003	TSPAN6	209109_s_at	1.82156073267554e-21	13.3004996682515	1.8
ENSG00000000005	TNMD	220065_at	0.495974296542042	0.844258371233036	0.2
ENSG00000000419	DPM1	202673_at	0.0045671190926687	3.17395912492592	0.2
ENSG00000000457	SCYL3	205607_s_at	0.0379710495043221	2.35196518670915	0.2
ENSG00000000460	C1orf112	220840_s_at	7.67009299124345e-22	13.5034764439305	1.6
ENSG00000000938	FGR	208438_s_at	8.90815204994102e-28	-16.9161334821387	-2.6
ENSG00000000971	CFH	213800_at	5.63031685343534e-09	-6.80766281871874	-1.3
ENSG00000001036	FUCA2	223120_at	0.670372944421436	0.547010549872434	0
ENSG00000001084	GCLC	202923_s_at	1.31633702626553e-15	10.2177432599445	2.4
ENSG00000001167	NFYA	204108_at	5.29863213213329e-08	6.28372203913738	0.6
ENSG00000001460	STPG1	227694_at	0.459951434489867	0.909865579490839	0.1
ENSG00000001461	NIPAL3	225876_at	3.42920953800867e-12	-8.47177252696133	-0.8
ENSG00000001497	LAS1L	208117_s_at	3.73812989793667e-07	5.81610139271539	0.6
ENSG00000001561	ENPP4	204160_s_at	3.78179101333673e-14	-9.47259940958089	-1.8
ENSG00000001617	SEMA3F	35666_at	3.57066295733349e-05	4.64992758331933	0.6
ENSG00000001626	CFTR	205043_at	2.18830433292156e-12	-8.57118764712455	-1.7
ENSG00000001629	ANKIB1	224687_at	1.35755660274671e-13	9.18847986631036	0.6
ENSG00000002016	RAD52	205647_at	0.769468321683061	0.384034841165426	0
ENSG00000002079	MYH16	1564072_at	0.544529488149989	0.757989785103535	0
ENSG00000002330	BAD	209364_at	0.713245630614999	-0.476724724410403	0
ENSG00000002549	LAP3	217933_s_at	3.92853209649416e-06	-5.23211240151488	-0.5
ENSG00000002586	CD99	201029_s_at	0.271318641897785	-1.30705302961689	-0.1
ENSG00000002587	HS3ST1	205466_s_at	1.81846186662609e-06	5.42611393831306	1.2
ENSG00000002726	AOC1	203559_s_at	0.00248149787016778	3.3847305411837	0.8
ENSG00000002745	WNT16	221113_s_at	0.409962871085484	1.00542818231756	0.1
ENSG00000002746	HECW1	215584_at	0.982159390560177	0.0316974911224157	0
ENSG00000002834	LASP1	200618_at	0.0652315366325804	2.10506025289861	0.1
ENSG00000002919	SNX11	53912_at	0.074658507542408	-2.04029713696037	-0.1
ENSG00000002933	TMEM176A	218345_at	0.415782194016326	-0.993957735291832	-0.2
ENSG00000003056	M6PR	200901_s_at	0.69815602750169	-0.500830676612363	0
ENSG00000003096	KLHL13	227875_at	4.32923955948086e-08	6.33111320073289	1.9
ENSG00000003137	CYP26B1	219825_at	0.0350931338882218	2.38638349708468	0.3
ENSG00000003147	ICA1	210547_x_at	0.00224999828214529	-3.41719974183071	-0.6
ENSG00000003249	DBNDD1	222234_s_at	3.42077077503415e-06	5.26754638317116	0.5
ENSG00000003393	ALS2	226291_at	0.109628922592803	-1.84414571552338	-0.1
ENSG00000003400	CASP10	205467_at	0.00254696708319535	-3.37586597930831	-0.3
ENSG00000003402	CFLAR	209939_x_at	0.00337997696002764	-3.27929263933469	-0.4
ENSG00000003436	TFPI	213258_at	6.61957485520654e-14	-9.34894175668833	-1.8
ENSG00000003509	NDUFAF7	223560_s_at	2.16800557029752e-12	8.57339342917565	0.7
ENSG00000003756	RBM5	201395_at	1.23581642778179e-15	-10.2317741042768	-0.7
ENSG00000003987	MTMR7	243804_at	0.919447553325036	0.137492497865594	0
ENSG00000003989	SLC7A2	225516_at	0.000559953499132373	-3.86007356230635	-0.9
ENSG00000004139	SARM1	213257_at	8.20333480550422e-07	-5.62360663463454	-0.3
ENSG00000004142	POLDIP2	217806_s_at	8.85006180170227e-11	7.748050253911	0.6
ENSG00000004399	PLXND1	38671_at	6.46802852400304e-07	-5.68175784689724	-0.7
ENSG00000004455	AK2	212174_at	0.000845751739035314	-3.73209126385077	-0.4
ENSG00000004468	CD38	205692_s_at	0.000254063459445811	4.09479470967537	0.7
ENSG00000004478	FKBP4	200895_s_at	1.46351298422593e-12	8.66112427945476	1.1
ENSG00000004487	KDM1A	212348_s_at	5.97064289005017e-16	10.3932380913569	0.8
ENSG00000004534	RBM6	201967_at	1.20224140480973e-13	-9.21593433224788	-0.8
ENSG00000004660	CAMKK1	223460_at	0.165832435430592	-1.61519789729391	-0.1
ENSG00000004700	RECQL	212917_x_at	0.940454630847973	-0.102892665415384	0
ENSG00000004766	VPS50	226031_at	0.314450216405456	1.20385829862271	0.1
ENSG00000004776	HSPB6	214767_s_at	6.53812991424897e-16	-10.3727464797219	-1.1
ENSG00000004777	ARHGAP33	213827_at	0.985139397429646	0.0263197707942171	0
ENSG00000004779	NDUFAB1	202077_at	4.19583296257437e-11	7.91435552285769	0.5
ENSG00000004799	PDK4	225207_at	9.86477388123703e-21	-12.9018614707342	-3.7
ENSG00000004809	SLC22A16	232232_s_at	0.108835531075462	-1.84787650725803	-0.1
ENSG00000004846	ABCB5	1555371_at	0.195236388657509	1.5182215506935	0.1
ENSG00000004848	ARX	238878_at	0.93449441474675	0.113075626662446	0
ENSG00000004864	SLC25A13	203775_at	1.58209505056193e-13	9.15418882254026	0.9
ENSG00000004866	ST7	207871_s_at	2.15191834451802e-20	-12.7184215284783	-1.4
ENSG00000004897	CDC27	217879_at	5.51258364392675e-12	8.36609011180015	0.8
ENSG00000004939	SLC4A1	205592_at	0.00883931692824534	-2.93727000290496	-0.2
ENSG00000004948	CALCR	207887_s_at	0.51099233265172	0.816450867476986	0
ENSG00000004961	HCCS	203746_s_at	2.66974767824476e-11	8.01556196088585	0.6
ENSG00000004975	DVL2	57532_at	1.46569389299013e-09	7.11711486605947	0.5
ENSG00000005001	PRSS22	205847_at	1.1582372257195e-07	6.09813685765417	0.4
ENSG00000005007	UPF1	211168_s_at	0.0126712756166716	2.80241817254677	0.2
ENSG00000005020	SKAP2	204362_at	9.70626075369895e-09	-6.68168677717807	-0.6
ENSG00000005022	SLC25A5	200657_at	2.48283390148544e-08	6.46277440906738	0.6
ENSG00000005059	MCUB	218802_at	0.908499743825724	-0.156813468345087	0
ENSG00000005073	HOXA11	213823_at	8.82315357248587e-06	5.02384628494011	0.6
ENSG00000005100	DHX33	222875_at	2.41018511948747e-08	6.47011932725832	0.6
ENSG00000005102	MEOX1	205619_s_at	0.0270403128458209	-2.49765944217571	-0.4
ENSG00000005108	THSD7A	213894_at	7.7219603360033e-07	-5.63856822270436	-0.9
ENSG00000005156	LIG3	204123_at	4.62345996990411e-18	11.4854482833145	1.1
ENSG00000005175	RPAP3	218842_at	9.21715854879879e-21	12.9180046392761	1.2
ENSG00000005187	ACSM3	210377_at	0.0219229889351361	-2.58472935041641	-0.5
ENSG00000005189	REXO5	208107_s_at	1.49681489760352e-05	4.88405038411275	0.5
ENSG00000005194	CIAPIN1	208968_s_at	5.71551109973963e-06	5.13634931049721	0.4
ENSG00000005206	SPPL2B	225248_at	0.000266839041495703	4.08080142690401	0.3
ENSG00000005238	FAM214B	207765_s_at	4.50686297334576e-07	-5.77065485936626	-0.5
ENSG00000005243	COPZ2	219561_at	0.00206366710843653	3.44569510569801	0.5
ENSG00000005249	PRKAR2B	203680_at	2.31712063128204e-09	-7.01206109566595	-1.1
ENSG00000005302	MSL3	207551_s_at	0.00182879204860327	-3.48540913155864	-0.2
ENSG00000005339	CREBBP	202160_at	0.557614511548314	0.734124867620105	0.1
ENSG00000005379	TSPOAP1	205839_s_at	6.29195233563423e-06	-5.11171761903582	-0.5
ENSG00000005381	MPO	203949_at	0.00051702741304638	-3.8841663443452	-0.2
ENSG00000005421	PON1	206345_s_at	0.590339838614362	-0.680106622939884	0
ENSG00000005436	GCFC2	216305_s_at	0.000232149016805805	4.12119287552258	0.4
ENSG00000005448	WDR54	225898_at	4.20400270956757e-05	4.60513507961936	0.6
ENSG00000005469	CROT	204573_at	0.99332976147273	-0.0126831598465703	0
ENSG00000005471	ABCB4	207819_s_at	0.00235468345841952	3.40215153852877	0.3
ENSG00000005483	KMT2E	223190_s_at	6.28245061344302e-09	-6.78277704064779	-0.6
ENSG00000005486	RHBDD2	222995_s_at	0.0543687005805626	-2.19120406451159	-0.2
ENSG00000005513	SOX8	226913_s_at	0.298524652966158	1.2408488971547	0.1
ENSG00000005700	IBTK	210970_s_at	0.518765244911401	-0.80282569290896	-0.1
ENSG00000005801	ZNF195	204234_s_at	0.639127343897157	0.597735034080869	0.1
ENSG00000005810	MYCBP2	201960_s_at	0.393354770593366	-1.03824468033559	-0.1
ENSG00000005812	FBXL3	225132_at	4.23334350501255e-18	-11.5068522476114	-0.7
ENSG00000005844	ITGAL	1554240_a_at	2.02257404709039e-16	-10.6362150223556	-1.6
ENSG00000005882	PDK2	202590_s_at	0.568971999176165	-0.715368250597194	-0.1
ENSG00000005889	ZFX	229022_at	0.0352113533220898	-2.38474504066311	-0.2
ENSG00000005893	LAMP2	203041_s_at	0.17506319115644	1.58325095413611	0.2
ENSG00000005961	ITGA2B	206493_at	0.0403640219966324	-2.32534300962627	-0.2
ENSG00000005981	ASB4	235619_at	0.674975250580227	0.539826071804257	0.1
ENSG00000006007	GDE1	226214_at	0.528624755552768	-0.785371116670194	-0.1
ENSG00000006015	REX1BD	51200_at	0.0923452487141685	-1.93349667329276	-0.2
ENSG00000006016	CRLF1	206315_at	0.0346075287232823	2.39243909811101	0.6
ENSG00000006025	OSBPL7	227946_at	0.00521227759030246	-3.12767466398736	-0.3
ENSG00000006042	TMEM98	223170_at	0.018187625378266	-2.65986795373771	-0.4
ENSG00000006047	YBX2	219704_at	0.000157961139747222	4.23268532696515	0.4
ENSG00000006059	KRT33A	208483_x_at	0.00123894910582684	3.61156410520042	0.7
ENSG00000006062	MAP3K14	205192_at	2.2181699314015e-14	-9.59099803103863	-1.1
ENSG00000006071	ABCC8	210246_s_at	0.69448364143533	-0.507419243006782	0
ENSG00000006116	CACNG3	206384_at	0.954875523538016	-0.0788422982291278	0
ENSG00000006118	TMEM132A	218834_s_at	3.85770403057527e-26	15.9328137206394	1.7
ENSG00000006125	AP2B1	200612_s_at	0.9428628920407	0.0992953597186933	0
ENSG00000006128	TAC1	206552_s_at	0.0970894461180581	-1.90809171908796	-0.5
ENSG00000006194	ZNF263	203707_at	0.61341639706412	-0.641627595609124	0
ENSG00000006210	CX3CL1	823_at	0.000385793395106693	-3.97147127680918	-0.9
ENSG00000006282	SPATA20	218164_at	0.104129001135376	1.87148405520905	0.2
ENSG00000006283	CACNA1G	211802_x_at	0.254903727717098	1.3486715553578	0.1
ENSG00000006327	TNFRSF12A	218368_s_at	0.975048984436601	-0.0437407554625113	0
ENSG00000006377	DLX6	221289_at	0.0144928603363893	2.75079619552856	0.2
ENSG00000006432	MAP3K9	213927_at	0.000819347711921157	3.74215515846404	0.5
ENSG00000006451	RALA	224880_at	3.42515425190748e-07	-5.83728377452764	-0.4
ENSG00000006453	BAIAP2L1	227372_s_at	2.67088975632685e-26	16.0240447874719	2
ENSG00000006459	KDM7A	221778_at	0.176001028642719	1.58014394904724	0.2
ENSG00000006468	ETV1	221911_at	5.93361778700638e-14	-9.37297928063088	-1.6
ENSG00000006530	AGK	222132_s_at	4.19310812096684e-15	9.95824865406379	0.7
ENSG00000006534	ALDH3B1	205640_at	1.0359793172471e-17	-11.3033946376026	-2
ENSG00000006555	TTC22	235651_at	3.15153477626736e-11	7.97828598740993	1.6
ENSG00000006576	PHTF2	209780_at	2.07895610950269e-10	7.55661749602879	0.7
ENSG00000006606	CCL26	223710_at	1.37296016913523e-10	7.64925820890016	0.8
ENSG00000006607	FARP2	225652_at	9.04618591887628e-09	6.69822244976892	0.6
ENSG00000006611	USH1C	205137_x_at	0.00654093365827285	3.04654904160372	0.3
ENSG00000006625	GGCT	215380_s_at	2.95647339492689e-25	15.4145275949273	1.5
ENSG00000006634	DBF4	204244_s_at	6.9733028106493e-21	12.9827164775384	1.7
ENSG00000006638	TBXA2R	336_at	1.07214140733467e-11	-8.21885383602952	-0.9
ENSG00000006652	IFRD1	202146_at	4.85568250519378e-06	-5.17812876258593	-0.6
ENSG00000006659	LGALS14	220158_at	0.421217448029746	-0.98313527278881	0
ENSG00000006695	COX10	1569685_at	0.206567421725165	-1.48358242646006	0
ENSG00000006695	COX10	203858_s_at	1.73247207726493e-09	7.07882967030382	0.4
ENSG00000006704	GTF2IRD1	218412_s_at	3.23504431847245e-18	11.5670262778681	1.2
ENSG00000006712	PAF1	202093_s_at	0.892173958380172	0.183753895592552	0
ENSG00000006715	VPS41	210849_s_at	0.136760260083418	1.72427210416941	0.1
ENSG00000006740	ARHGAP44	205414_s_at	8.80011320425411e-28	-16.9205965274212	-2.1
ENSG00000006744	ELAC2	201767_s_at	0.000126709017732387	4.29612091194838	0.3
ENSG00000006747	SCIN	222272_x_at	0.353974203667722	-1.11674535124271	-0.1
ENSG00000006756	ARSD	225280_x_at	0.181555076567461	-1.56185441985426	-0.2
ENSG00000006757	PNPLA4	209739_s_at	3.69087646386686e-07	5.81908770094071	0.7
ENSG00000006788	MYH13	208208_at	0.367866862903908	1.08802049027059	0
ENSG00000006831	ADIPOR2	201346_at	0.31743724154554	-1.19729262634607	-0.1
ENSG00000006837	CDKL3	241911_at	0.307014946790614	1.22106820817047	0
ENSG00000007001	UPP2	233155_at	0.647597501603165	0.583855681724449	0
ENSG00000007038	PRSS21	220051_at	0.10486386632833	1.86755372793426	0.6
ENSG00000007047	MARK4	55065_at	4.03332258636315e-06	5.22548494048606	0.4
ENSG00000007062	PROM1	204304_s_at	0.0549952150603969	2.18602766221147	0.8
ENSG00000007080	CCDC124	225454_at	1.50046330270839e-06	5.4750090524921	0.5
ENSG00000007129	CEACAM21	214907_at	1.09293836537883e-11	-8.21460000052403	-0.8
ENSG00000007168	PAFAH1B1	200816_s_at	4.78474372317582e-14	-9.4204555634637	-0.8
ENSG00000007171	NOS2	210037_s_at	0.0404180023062023	2.32473741900168	0.1
ENSG00000007174	DNAH9	210345_s_at	0.0171493884705202	-2.6833273214351	-0.1
ENSG00000007202	KIAA0100	201729_s_at	7.22717903151329e-05	4.45532365710838	0.4
ENSG00000007216	SLC13A2	207567_at	0.842685624119899	0.26442174354279	0
ENSG00000007237	GAS7	202192_s_at	1.21888933300239e-11	-8.19037230754304	-1
ENSG00000007255	TRAPPC6A	204985_s_at	0.981808852957596	0.032312127090803	0
ENSG00000007264	MATK	206267_s_at	5.57491570817464e-06	-5.14268217177957	-0.4
ENSG00000007306	CEACAM7	211848_s_at	0.0252969761117512	2.52535347293923	0.4
ENSG00000007312	CD79B	205297_s_at	0.389756901102176	-1.04536398550552	-0.1
ENSG00000007314	SCN4A	206981_at	0.0677365656946236	2.08695540133539	0.1
ENSG00000007341	ST7L	230079_at	0.187142711037007	-1.54396494108102	-0.1
ENSG00000007350	TKTL1	216370_s_at	0.138445496100317	1.71766851171508	0.2
ENSG00000007372	PAX6	205646_s_at	2.22185592823931e-06	5.37622444067098	0.9
ENSG00000007376	RPUSD1	226078_at	6.83403157148472e-10	7.28844050560611	0.4
ENSG00000007384	RHBDF1	218686_s_at	0.00765886737133196	-2.98974428507075	-0.3
ENSG00000007392	LUC7L	223295_s_at	7.74910295564496e-07	-5.63770772236245	-0.6
ENSG00000007402	CACNA2D2	204811_s_at	2.12744322832682e-30	-18.5614749587302	-3.4
ENSG00000007516	BAIAP3	216356_x_at	0.780512522429128	-0.36540651360059	0
ENSG00000007520	TSR3	213105_s_at	0.0163037916365769	2.70367504735988	0.2
ENSG00000007541	PIGQ	204144_s_at	0.0520512438702079	-2.21091265312163	-0.1
ENSG00000007545	CRAMP1	225172_at	0.101508082179535	-1.88486534728669	-0.1
ENSG00000007866	TEAD3	209454_s_at	1.65263905210797e-06	5.45048219947518	0.5
ENSG00000007908	SELE	206211_at	9.52672131939812e-16	-10.288946553559	-3.6
ENSG00000007923	DNAJC11	215792_s_at	0.0239808577768389	2.54743583889397	0.2
ENSG00000007933	FMO3	40665_at	3.41844172726883e-07	-5.83785746901283	-1.5
ENSG00000007944	MYLIP	228098_s_at	0.000113650890313731	-4.32684237534595	-0.5
ENSG00000007952	NOX1	210808_s_at	0.145059120361994	1.69093681950433	0.1
ENSG00000007968	E2F2	228361_at	6.05108825821222e-12	8.34532561821719	0.8
ENSG00000008018	PSMB1	214288_s_at	0.000926059713758035	3.70403260833014	0.2
ENSG00000008056	SYN1	1553264_a_at	0.312541486963205	1.20803105835469	0.1
ENSG00000008083	JARID2	203297_s_at	5.0685136750417e-05	4.55362862928679	0.4
ENSG00000008086	CDKL5	227004_at	0.00355740250976511	-3.26172171761433	-0.5
ENSG00000008118	CAMK1G	215161_at	0.646330707932681	-0.586094399324772	0
ENSG00000008130	NADK	208919_s_at	4.9859569746059e-07	-5.7460506664574	-0.4
ENSG00000008196	TFAP2B	214451_at	0.0443330220647583	2.28343565105944	0.1
ENSG00000008197	TFAP2D	233987_at	0.0263167418705983	2.50876985924217	0.3
ENSG00000008226	DLEC1	215085_x_at	0.0856891658408933	-1.97190484345251	-0.2
ENSG00000008256	CYTH3	225147_at	0.0307585048023537	-2.44326107989438	-0.3
ENSG00000008277	ADAM22	208227_x_at	0.954432921642361	0.079788907740231	0
ENSG00000008282	SYPL1	201260_s_at	2.7182341032892e-05	4.72441039492102	0.5
ENSG00000008283	CYB561	217200_x_at	0.201866196173495	1.49768857322222	0.1
ENSG00000008294	SPAG9	212470_at	0.718948713129313	0.466927789975403	0
ENSG00000008300	CELSR3	40020_at	1.32589438064849e-07	6.06615322671581	0.7
ENSG00000008311	AASS	210852_s_at	0.171282688681581	1.59624521322212	0.2
ENSG00000008323	PLEKHG6	220073_s_at	7.32315161665294e-11	7.7905030840976	0.9
ENSG00000008324	SS18L2	218283_at	0.624120613632594	0.623013691155712	0
ENSG00000008382	MPND	233651_s_at	0.575685312729717	-0.704523860249264	-0.1
ENSG00000008394	MGST1	224918_x_at	0.332785140678769	-1.16247650325347	-0.3
ENSG00000008405	CRY1	209674_at	4.09386567384986e-13	-8.94170716626618	-0.8
ENSG00000008438	PGLYRP1	207384_at	8.84368256161483e-06	-5.02311763466221	-0.3
ENSG00000008441	NFIX	227400_at	6.5859750780432e-07	-5.67729934496664	-0.8
ENSG00000008513	ST3GAL1	225033_at	0.170865730288023	-1.59770753589838	-0.2
ENSG00000008516	MMP25	207890_s_at	2.12018826647511e-10	-7.55230657802468	-0.6
ENSG00000008517	IL32	203828_s_at	0.0003022624356294	-4.04419386901796	-0.8
ENSG00000008710	PKD1	202327_s_at	0.556102202458431	0.736776226308449	0
ENSG00000008735	MAPK8IP2	1556001_at	0.0883969846457288	1.95569630201012	0.1
ENSG00000008838	MED24	213043_s_at	0.00213902200009812	-3.43387773315394	-0.5
ENSG00000008853	RHOBTB2	209441_at	4.80628561406665e-21	-13.0705693237213	-1.7
ENSG00000008869	HEATR5B	233642_s_at	4.72545832870114e-10	-7.37158927620632	-0.6
ENSG00000008952	SEC62	208942_s_at	0.55906150986889	-0.731741334718604	-0.1
ENSG00000008988	RPS20	200949_x_at	0.137072875559997	-1.72301890936911	-0.1
ENSG00000009307	CSDE1	219939_s_at	4.20448738137138e-10	-7.39792584856207	-0.5
ENSG00000009335	UBE3C	201817_at	5.92607210835323e-09	6.7962044479107	0.6
ENSG00000009413	REV3L	208070_s_at	1.26886968535973e-10	-7.66750259512604	-0.7
ENSG00000009694	TENM1	1553007_a_at	0.207954635436809	1.47931634779818	0.1
ENSG00000009709	PAX7	208060_at	0.45833279019833	0.913282654494083	0
ENSG00000009724	MASP2	216968_at	0.438422103768314	0.951173381973189	0
ENSG00000009765	IYD	231070_at	0.968631728349372	-0.0559910141349525	0
ENSG00000009780	FAM76A	216897_s_at	0.337375824758399	-1.15210798505027	-0.1
ENSG00000009790	TRAF3IP3	213888_s_at	2.58381914395798e-06	-5.33856934090393	-0.9
ENSG00000009830	POMT2	220632_s_at	0.000448539320345485	3.92690966818681	0.2
ENSG00000009844	VTA1	224437_s_at	1.13928047578274e-10	7.69184375212018	0.7
ENSG00000009950	MLXIPL	221163_s_at	0.972228409723332	-0.0495354012749589	0
ENSG00000009954	BAZ1B	208445_s_at	0.000168203843269355	4.21445704501568	0.3
ENSG00000010017	RANBP9	202582_s_at	0.00654115612694781	3.04650347636688	0.2
ENSG00000010030	ETV7	221680_s_at	0.106924749949171	1.85708363621371	0.1
ENSG00000010072	SPRTN	223511_at	3.49393576507722e-08	6.38134249938569	0.5
ENSG00000010165	EEF1AKNMT	212405_s_at	4.99281704896121e-09	6.83533706258874	0.4
ENSG00000010219	DYRK4	212954_at	0.298611689312908	-1.2405783486291	-0.1
ENSG00000010244	ZNF207	200828_s_at	5.74412460471802e-15	9.8885973045772	0.6
ENSG00000010256	UQCRC1	201903_at	3.097751091848e-09	6.9457717928633	0.6
ENSG00000010270	STARD3NL	223065_s_at	4.0684903151373e-09	-6.88315693840676	-0.7
ENSG00000010278	CD9	201005_at	0.488514858116862	0.858043106479697	0.1
ENSG00000010282	HHATL	223572_at	0.19011334485336	-1.53449447393989	-0.1
ENSG00000010292	NCAPD2	201774_s_at	1.01455621691984e-23	14.5423061393982	2
ENSG00000010295	IFFO1	209721_s_at	9.75273720953764e-16	-10.2837614868804	-1
ENSG00000010310	GIPR	231291_at	0.140358147114236	-1.7096797690912	-0.1
ENSG00000010318	PHF7	215622_x_at	0.075683843384013	-2.03347989939977	-0.1
ENSG00000010319	SEMA3G	219689_at	6.66155829284472e-17	-10.8850642728466	-2
ENSG00000010322	NISCH	201591_s_at	1.1193799633587e-11	-8.20912394815953	-0.7
ENSG00000010327	STAB1	38487_at	0.000191482271343547	-4.17728319559808	-0.5
ENSG00000010361	FUZ	221187_s_at	0.65450203078983	0.572353472217933	0
ENSG00000010379	SLC6A13	237058_x_at	6.57725998642771e-13	-8.83828058552756	-0.7
ENSG00000010404	IDS	210666_at	3.02668176982914e-09	-6.95119577985503	-0.6
ENSG00000010438	PRSS3	213421_x_at	1.73999214524763e-05	4.84433252786702	0.8
ENSG00000010539	ZNF200	207338_s_at	0.870482878898397	0.219318158935477	0
ENSG00000010610	CD4	203547_at	2.5530928554955e-07	-5.90855587678756	-0.8
ENSG00000010626	LRRC23	206076_at	0.475858219445449	-0.881211189515128	-0.1
ENSG00000010671	BTK	205504_at	2.32337674064978e-20	-12.7007703379868	-1.5
ENSG00000010704	HFE	206087_x_at	0.000468999577889744	3.91339774495812	0.3
ENSG00000010803	SCMH1	221216_s_at	0.000436362342373512	-3.93501560290907	-0.3
ENSG00000010810	FYN	210105_s_at	3.10167432780717e-08	-6.41046110122938	-0.8
ENSG00000010818	HIVEP2	212642_s_at	0.417609581356023	-0.990373343877197	-0.1
ENSG00000010932	FMO1	205666_at	3.42718524383975e-06	5.26705468358911	1.3
ENSG00000011007	ELOA	213604_at	1.81609876636637e-11	-8.10163206610926	-0.7
ENSG00000011009	LYPLA2	202292_x_at	0.000374040218835692	3.98076845142724	0.3
ENSG00000011021	CLCN6	203950_s_at	2.80758432337212e-10	-7.48893414712299	-0.5
ENSG00000011028	MRC2	37408_at	0.180991531258477	-1.56391203710616	-0.2
ENSG00000011083	SLC6A7	208494_at	0.0113675849387771	2.84363808084744	0.1
ENSG00000011105	TSPAN9	220968_s_at	0.0839186606395031	-1.98255347739124	-0.2
ENSG00000011114	BTBD7	224945_at	0.945984151021738	0.0939592736059219	0
ENSG00000011132	APBA3	215148_s_at	0.00474358135424992	3.16060857088644	0.2
ENSG00000011143	MKS1	218630_at	0.000484961654155427	3.90333349183157	0.3
ENSG00000011198	ABHD5	218739_at	6.28415175425947e-10	-7.30696235381415	-0.9
ENSG00000011201	ANOS1	205206_at	3.44333513050687e-21	-13.1507594726928	-2.6
ENSG00000011243	AKAP8L	218064_s_at	0.329122433919906	1.17087567044104	0.1
ENSG00000011258	MBTD1	226797_at	0.00110369055400182	3.64865100445814	0.3
ENSG00000011260	UTP18	203721_s_at	2.71357130655596e-10	7.49695735959478	0.6
ENSG00000011275	RNF216	218425_at	0.408347084924884	1.00861069496987	0.1
ENSG00000011295	TTC19	217964_at	1.31063150629653e-12	-8.6864443354607	-0.7
ENSG00000011304	PTBP1	216306_x_at	1.30748627104745e-15	10.2192967836225	0.6
ENSG00000011332	DPF1	231599_x_at	9.68181262917681e-07	5.58306666706198	0.3
ENSG00000011347	SYT7	232025_at	1.62100010954881e-05	4.86323421702962	0.4
ENSG00000011376	LARS2	34764_at	7.3879961248609e-07	5.64928888132998	0.7
ENSG00000011405	PIK3C2A	213070_at	3.6103355835166e-09	-6.9105161727101	-0.6
ENSG00000011422	PLAUR	210845_s_at	0.00122290174367203	-3.61564232964603	-0.7
ENSG00000011426	ANLN	222608_s_at	2.51936665705722e-40	25.6972204608649	4.2
ENSG00000011451	WIZ	52005_at	6.28879045185096e-06	5.11188171247744	0.4
ENSG00000011454	RABGAP1	204028_s_at	0.0166435426536787	-2.69554043209137	-0.2
ENSG00000011465	DCN	201893_x_at	1.46497997652465e-07	-6.04212332923881	-1
ENSG00000011478	QPCTL	220438_at	0.838665607224438	0.271380790071454	0
ENSG00000011485	PPP5C	201979_s_at	6.95330125838462e-06	5.08567703059388	0.4
ENSG00000011523	CEP68	212675_s_at	1.878426691648e-06	-5.41822550301841	-0.5
ENSG00000011566	MAP4K3	218311_at	0.0341626563204314	2.39814339400603	0.2
ENSG00000011590	ZBTB32	220118_at	0.751892789610693	-0.413065800178487	0
ENSG00000011600	TYROBP	204122_at	1.7025215303181e-19	-12.2422555753177	-2
ENSG00000011638	TMEM159	213272_s_at	0.00111564188001082	3.6449792238122	0.6
ENSG00000011677	GABRA3	207210_at	0.00320516886403875	3.29721111358361	0.1
ENSG00000012048	BRCA1	204531_s_at	1.59136603328631e-16	10.689261632761	1.3
ENSG00000012061	ERCC1	203720_s_at	8.44131642510932e-05	4.41177076213412	0.4
ENSG00000012124	CD22	38521_at	4.10994230527415e-06	-5.22087274965801	-0.3
ENSG00000012171	SEMA3B	203071_at	7.61830457940048e-18	-11.3724749269086	-1.6
ENSG00000012174	MBTPS2	226760_at	9.15423886552408e-11	7.74050442562972	0.6
ENSG00000012211	PRICKLE3	217349_s_at	1.19862104373671e-13	9.21666855683031	0.8
ENSG00000012223	LTF	202018_s_at	0.0183939241048266	2.65535481563804	1.1
ENSG00000012232	EXTL3	209202_s_at	3.39445098643458e-08	6.38831042254779	0.4
ENSG00000012504	NR1H4	1554375_a_at	0.722099955741572	-0.461631415258973	0
ENSG00000012660	ELOVL5	208788_at	0.0336326306165628	2.4050278027396	0.2
ENSG00000012779	ALOX5	204446_s_at	5.6874587936196e-22	-13.5728161213237	-3
ENSG00000012817	KDM5D	206700_s_at	3.62522413683943e-07	-5.82348239141037	-1.1
ENSG00000012822	CALCOCO1	209002_s_at	5.543940749044e-22	-13.5794058958781	-1.1
ENSG00000012963	UBR7	218108_at	0.000298594225130977	4.04800022259195	0.3
ENSG00000012983	MAP4K5	203553_s_at	0.000295660554952097	4.05091873436416	0.4
ENSG00000013016	EHD3	230740_at	0.000239559450220701	4.1118985444065	0.4
ENSG00000013275	PSMC4	201252_at	3.57524459245017e-14	9.48518653581113	0.8
ENSG00000013288	MAN2B2	214703_s_at	8.80922971170001e-08	-6.16388226474988	-0.6
ENSG00000013293	SLC7A14	232904_at	NA	0.378324546444763	0
ENSG00000013297	CLDN11	228335_at	1.9813045012264e-11	-8.08193363469422	-1.6
ENSG00000013306	SLC25A39	223649_s_at	7.36027446860568e-21	12.9697956013258	1.1
ENSG00000013364	MVP	202180_s_at	0.000885052250483106	-3.71809430205356	-0.5
