epoch,train_loss,valid_loss,valid_mse,valid_r2,valid_PCC,valid_delta_r2,valid_delta_PCC
1,0.6122308302564093,0.6520595921933154,0.8398115634918213,0.8615514913559392,0.92727417,0.38703687077525145,0.62583953
2,0.6266432421532606,0.6660658965726123,0.8511655330657959,0.859704359952383,0.9262912,0.37567076089938173,0.61699873
3,0.6259068273798521,0.6583286031591464,0.844573974609375,0.8608100375262911,0.9269157,0.37955446667281073,0.62081754
4,0.6245019793319985,0.6560613290444519,0.8426976799964905,0.8611182628517662,0.92708546,0.3823431326890537,0.622121
5,0.622412951501628,0.6580503743839973,0.8446442484855652,0.8606496596171445,0.9268638,0.3811553470819535,0.62197953
6,0.6199108429766765,0.6578467707376587,0.8443499207496643,0.860880832731058,0.9269202,0.3828907573054814,0.6216768
7,0.6171464655529979,0.6621054995037662,0.8482871651649475,0.86029212183035,0.9265454,0.3800589263598016,0.62060535
8,0.6144040228525224,0.6522526644528936,0.8397874236106873,0.8614000200481786,0.92725724,0.3851121390880408,0.6251156
9,0.612014364874148,0.6515724621054577,0.8392734527587891,0.8614458455955346,0.9272754,0.3858132138364188,0.62566984
10,0.6098834294055829,0.6493854128504013,0.8373641967773438,0.861714269408984,0.92746085,0.3866909722193113,0.62659585
11,0.6085685905380216,0.6505262080088909,0.8384935259819031,0.8616791034566712,0.92733485,0.38736569824460454,0.6265576
12,0.6228967662108995,0.6612176722265489,0.8471450209617615,0.8602789615100491,0.92659575,0.3783300066072668,0.6197577
13,0.6222521802429808,0.657792113177014,0.8442437052726746,0.8605504310008735,0.9268421,0.3794211059151414,0.6215054
14,0.6208856934019032,0.6555825772740075,0.8424234986305237,0.8610322437744911,0.9270248,0.3825241801236812,0.62280285
15,0.618848820534893,0.6580651133216725,0.8446590900421143,0.8607386716073039,0.92684406,0.38091201580198686,0.62197965
16,0.6164115902086215,0.6527831221354105,0.8400766849517822,0.8613119956289498,0.92722315,0.3837358500551,0.6243116
17,0.6137933803269713,0.6527095880257392,0.8401501178741455,0.8614234677901876,0.92723244,0.385501671229427,0.62480164
18,0.6111185885900529,0.6531925786255965,0.840628981590271,0.8610724082945858,0.92712426,0.38425639479340234,0.62478775
19,0.6087424823792748,0.6511476492215333,0.8389272093772888,0.8614437110233302,0.927297,0.3856215943134094,0.625932
20,0.6068951803197294,0.6497091375119415,0.8378704190254211,0.861679755436926,0.9273665,0.38766844840035414,0.6272038
21,0.6054335515090775,0.6514736859383561,0.8394331336021423,0.8611915423099961,0.927166,0.3860356721125364,0.6265312
22,0.6195396072088315,0.6600249299442321,0.8463465571403503,0.8601304291813675,0.9265856,0.3791722083981226,0.6210718
23,0.6189239227466092,0.6577934559330944,0.8443569540977478,0.860508382143317,0.9268277,0.3804004749000265,0.62187845
24,0.6176711522369186,0.6601368832832873,0.8463627696037292,0.8600333960667188,0.92658365,0.37802651620218053,0.6207528
25,0.6158011099703944,0.6586893697870341,0.8452863693237305,0.8603659164995443,0.92667663,0.38114962919354406,0.6219898
26,0.6135631904079603,0.6601680403779868,0.8466060757637024,0.8601822491202311,0.9265559,0.38024461177185276,0.62145966
27,0.6109742982874501,0.6603818997785524,0.8470608592033386,0.8597572434230369,0.9264045,0.3803148625699572,0.6222632
28,0.6084140072938283,0.6550263658530076,0.8425514101982117,0.8609616564232225,0.9269353,0.38555887784994114,0.6250834
29,0.6058465466992805,0.653444436791533,0.841202974319458,0.8609549280121909,0.9270292,0.3846404278644015,0.62586176
30,0.6040115770698425,0.6522277431956575,0.8402501940727234,0.8611194002714166,0.92711884,0.3869524521974234,0.6267414
31,0.6026865467463282,0.6507164998123312,0.8389636278152466,0.8613671173129877,0.9271997,0.38770739490052986,0.6274902
32,0.6168067684313242,0.6590916504906967,0.845755934715271,0.8602716081806299,0.9266647,0.38181671645694454,0.62221414
33,0.6162588001954893,0.6570301526770365,0.8438411355018616,0.8605822858163179,0.9268306,0.38089385093552813,0.622703
34,0.6149854575233863,0.6591682422267219,0.8457826375961304,0.8600995710196595,0.92659456,0.3804892985419418,0.6220481
35,0.613181761497563,0.6627078619289609,0.8489723801612854,0.8597172510781418,0.926307,0.3788253173276857,0.62088126
36,0.6108703032530584,0.6584063722884945,0.8454465866088867,0.8603125348892477,0.9266627,0.38315601137521593,0.62346727
37,0.6082298231669881,0.6538953663094714,0.8413771390914917,0.8608617604444605,0.92704284,0.3841930244733682,0.6249392
38,0.6056775615964137,0.6556907674099249,0.8431097269058228,0.8605230416564598,0.92675924,0.3835336116880099,0.6247297
39,0.6033784252865392,0.6525189482828465,0.8404839038848877,0.861042210488942,0.9270447,0.38629420399294084,0.6265498
40,0.6014962774434249,0.650170856385421,0.838558554649353,0.8614841688758711,0.9272769,0.3886323944466681,0.62795895
41,0.6001646731402481,0.6506573280665233,0.8389979004859924,0.8613561653817816,0.9271889,0.3880493267563767,0.6278015
42,0.6141504855143334,0.6666692338130665,0.8524903655052185,0.8589191354611377,0.9258821,0.37800777920142603,0.6194035
43,0.6137344928154296,0.664415503162615,0.8504810929298401,0.8591556492174619,0.92614096,0.3785903887561628,0.6202183
44,0.6125372669746411,0.6617918150531885,0.8482850790023804,0.8596812756037087,0.92634004,0.38032776439055405,0.62164414
45,0.6106523692964512,0.6586561794236937,0.8455165028572083,0.8602228651506638,0.9266353,0.38171485353369167,0.6228677
46,0.608498452408134,0.6552335891741476,0.8427217602729797,0.8607962505741847,0.9269064,0.3850190396116131,0.62496054
47,0.6059656305512433,0.6534285770391549,0.8410046100616455,0.8610952211391523,0.9270264,0.38541423612936776,0.6252534
48,0.6034557954717626,0.6545564390873972,0.8423940539360046,0.8607480279413989,0.92687213,0.38688194892733196,0.6261253
49,0.6011927537298812,0.651778650323016,0.8399069309234619,0.8610822470089323,0.92707306,0.3864869024739106,0.62709385
50,0.599162923001294,0.6490396390397472,0.8375347256660461,0.8615641031979284,0.92738205,0.3880073310985934,0.6283167
