epoch,train_loss,valid_loss,valid_mse,valid_r2,valid_PCC,valid_delta_r2,valid_delta_PCC
1,0.6157861939462618,0.7287466775967186,0.8984105587005615,0.8506437846855013,0.9217172,0.2992947260924035,0.56554615
2,0.6128146470108027,0.730637933608644,0.9002362489700317,0.8502567999328507,0.9216042,0.2958595079300213,0.56532764
3,0.6100973163739213,0.7294445428874072,0.8990233540534973,0.8503311579600111,0.92165196,0.29854937420557237,0.5652627
4,0.6078278058581541,0.731399606561632,0.9007598161697388,0.8498336901777366,0.9214966,0.29318074287507306,0.564534
5,0.6063294245694338,0.7334992224669786,0.9025909900665283,0.8494680755950718,0.92139834,0.2923861866808291,0.563639
6,0.62089279363026,0.7281525495487694,0.8977020382881165,0.8504400834064848,0.9218286,0.3016689626504117,0.5651646
7,0.6198577321012826,0.7296219926770261,0.8987124562263489,0.8502206202491142,0.9215946,0.29691707722672445,0.56363475
8,0.6179657029363367,0.7313526632504321,0.9005299210548401,0.8498397276020523,0.9216817,0.29854500160072245,0.56392413
9,0.6156027515287252,0.7308688383227624,0.9002375602722168,0.8501718653708332,0.9216447,0.2979496530251379,0.5645624
10,0.6129717086933729,0.7299878296906591,0.8993598818778992,0.8502790886978959,0.92171705,0.3006273187214565,0.5645732
11,0.6100935018149117,0.7268442780729237,0.8968120217323303,0.8509003158261498,0.9219114,0.3022175297752623,0.5665593
12,0.6072737490042279,0.7299254801498432,0.8999042510986328,0.8505228237702764,0.92163706,0.29699256188053424,0.5665959
13,0.6046406789533788,0.7258467423005486,0.8959810733795166,0.8507708513545121,0.9219334,0.29827142962698683,0.5671145
14,0.6024500383151491,0.7323825199729719,0.902061402797699,0.8496731650827224,0.9213825,0.2913022177134476,0.56559646
15,0.6009619976556915,0.7310854639312169,0.9008883833885193,0.8499348249143046,0.9215119,0.2936169474687533,0.5660099
16,0.6153132841619606,0.7303667093092704,0.9000145792961121,0.8503841402975734,0.92155087,0.2952725543412997,0.565493
17,0.6146236030051138,0.7352462660623567,0.9042432308197021,0.8501156276126655,0.92130226,0.2959163424350421,0.5633233
18,0.612797650231129,0.727623989692454,0.8970000743865967,0.8506760326512628,0.92187214,0.300404806211994,0.56458694
19,0.6106159472649345,0.7281589102329293,0.8980969786643982,0.8504663697003536,0.9217875,0.3016284149428346,0.56646013
20,0.6079778430267038,0.7328219805267489,0.9023811221122742,0.849587631656955,0.9214523,0.294563575231299,0.56519735
21,0.60527173035169,0.7310886424513469,0.9007222652435303,0.8497651679727692,0.92140955,0.2937238575376557,0.56544536
22,0.6023684635318831,0.72867394288142,0.8988972306251526,0.8505193808374191,0.92169005,0.2969604798413979,0.5674108
23,0.5998770520389645,0.7268856332186923,0.8971871137619019,0.8505479718445925,0.9218093,0.29803702564442247,0.56767166
24,0.5976027016992265,0.7265663618529147,0.8969204425811768,0.8508586240553395,0.9219503,0.30103998007855776,0.5678469
25,0.5961820438332989,0.7287932711413161,0.8988033533096313,0.8503749234160182,0.92173487,0.2976035358002314,0.56670046
26,0.6106127044632916,0.7277039240490915,0.8975759148597717,0.8511727335762944,0.92188674,0.3033280182072785,0.5662396
27,0.6097190434178807,0.7344043572648156,0.9034801125526428,0.8494156384618464,0.92125183,0.29311524516266113,0.56358576
28,0.6081726215980543,0.729254487223175,0.8989720940589905,0.8501313713614975,0.9216628,0.29702482602916885,0.5657254
29,0.6059286815192992,0.7346054018200889,0.9039969444274902,0.8501648203215748,0.9213492,0.2948971767262995,0.5646385
30,0.6034469914391816,0.7250234945715489,0.895533561706543,0.8510694616244787,0.92200243,0.300601391047075,0.5683668
31,0.6006947142854488,0.725720348303675,0.8961023092269897,0.850819058480713,0.921972,0.30292706460128044,0.5679397
32,0.5978738823348163,0.727753934365137,0.8981490135192871,0.8506728971213114,0.921793,0.2991680920782644,0.56798357
33,0.5953487566067822,0.7272182066590162,0.8976708650588989,0.8505980161224572,0.9218011,0.298098528421676,0.5681755
34,0.5932644760509714,0.7299464801959223,0.8999148607254028,0.849923053114567,0.9215628,0.2942411338760747,0.56656146
35,0.5917866082050676,0.7284791080931141,0.8986362218856812,0.8502241648568595,0.9217329,0.29624990575757765,0.56719023
36,0.6063248222224875,0.7309122726539257,0.9003567695617676,0.850161866754395,0.921485,0.29398350877357665,0.5648147
37,0.6055421303504148,0.732834521097897,0.9019122123718262,0.8495458648393539,0.92147666,0.29224770529411087,0.5635921
38,0.60393336168655,0.7234109613718119,0.8935368657112122,0.851477107991524,0.92216295,0.3049946357009794,0.56708634
39,0.6019522742251786,0.7268433848037154,0.8971197605133057,0.8506452783574099,0.92194957,0.3007885105545767,0.567588
40,0.5995156463803722,0.7266811046052681,0.8970397710800171,0.8508318147233205,0.9219118,0.29939682595357137,0.567862
41,0.5968242449064481,0.7301489242477057,0.900274395942688,0.8501027210035575,0.9216079,0.2965467848685658,0.56708467
42,0.5942193151620521,0.7287257524955055,0.8989238739013672,0.8504467442001507,0.92172974,0.29795017532592105,0.5673269
43,0.5917886027702159,0.7271926168282923,0.8976362347602844,0.85059782134966,0.92188156,0.2998892921666167,0.56814563
44,0.5896966685094992,0.7278573484238223,0.8983339071273804,0.850418024864604,0.9217477,0.29702138268189254,0.56825525
45,0.5882668299671928,0.7289102876752669,0.8991377353668213,0.8502045237461295,0.92173964,0.2975910074380147,0.5674245
46,0.6026890294003197,0.7360877910795802,0.9049811363220215,0.8488129079412825,0.92124194,0.2912961950103382,0.56297773
47,0.6021025778065018,0.7346539372168698,0.9041022062301636,0.8494021876575677,0.92131305,0.2927817610423063,0.56482774
48,0.6006482815330993,0.7290103146871696,0.8991385102272034,0.8506484501101905,0.9216912,0.29961956259797334,0.56709397
49,0.5985254171408568,0.730235130138401,0.9001203179359436,0.850385481507739,0.9216822,0.2990443155465927,0.5662839
50,0.5961773453853156,0.728404162068194,0.8987762928009033,0.850413931518387,0.92182404,0.2992302098438983,0.56790704
51,0.5936202781103258,0.7227687340242444,0.8936102986335754,0.8515612359744295,0.922165,0.30469600763302584,0.5694717
52,0.5910801314878478,0.7277619822346918,0.8981565237045288,0.8507126677429647,0.92187726,0.3015884486441294,0.5679817
53,0.5887484787925448,0.7297377678238812,0.8999040126800537,0.8501360242610275,0.9216908,0.2964928369098476,0.5672208
