epoch,train_loss,valid_loss,valid_mse,valid_r2,valid_PCC,valid_delta_r2,valid_delta_PCC
1,0.6200846228416046,0.6225228848368811,0.8071181774139404,0.8677092647898985,0.93060267,0.37645439439097345,0.6153173
2,0.6196786043130673,0.6246969584165457,0.8086179494857788,0.8672759630241499,0.9303967,0.3700587983127553,0.6130696
3,0.6185417652090982,0.6222847382110277,0.8069067597389221,0.8677727286678868,0.93063164,0.37627676823024125,0.6154065
4,0.6167819195359678,0.6216987040670187,0.8063141703605652,0.8678144889607726,0.93061537,0.3751998374479743,0.6153847
5,0.6148444459326203,0.6198048962167851,0.8048974275588989,0.8681725285812716,0.9308017,0.3792055831118242,0.6169748
6,0.6123761853171037,0.6165127960804372,0.8021062016487122,0.8686128934356935,0.93103415,0.37995367877612274,0.61864454
7,0.6099123344277968,0.6171925231169494,0.8027178049087524,0.8685302020759303,0.9309719,0.37991703105271,0.6184177
8,0.607767756462095,0.6141570566479009,0.8001744747161865,0.8687636483268493,0.93119407,0.3818666035988472,0.6200582
9,0.6058338007209441,0.6131295486575725,0.7992883324623108,0.8689391767054198,0.9312682,0.38082326441032366,0.62052894
10,0.6046611155251429,0.612682592770825,0.798987865447998,0.8689897966615708,0.9312715,0.38220095518323927,0.6210176
11,0.6180761743684279,0.6220315043282397,0.8063480854034424,0.867618634413253,0.9305774,0.37300426183850866,0.61438847
12,0.617706329211717,0.6210008903108017,0.8056245446205139,0.867747697109137,0.93064183,0.3735635186590705,0.61541206
13,0.6165802901777225,0.6193545897569752,0.8042604923248291,0.8682046154206757,0.9308371,0.3765797551139868,0.61635315
14,0.6149068943799004,0.6212432787868968,0.8058497309684753,0.8679312622758295,0.9306793,0.3746011501513899,0.61535484
15,0.6128875185321674,0.6224153645234538,0.8070910573005676,0.8675657341563895,0.93070805,0.3755389650337021,0.6155855
16,0.610545708865002,0.6172902272884182,0.8026914596557617,0.8683808326611592,0.93099517,0.3784498643424573,0.6180039
17,0.6081337379813369,0.6147482636972457,0.8005297780036926,0.8686979955282481,0.93111014,0.37970775946049923,0.6192715
18,0.6059629149763375,0.6141617565527432,0.8001126646995544,0.8687726340599761,0.931148,0.38072603181091513,0.6198361
19,0.6041334892115419,0.6130367448277978,0.7992863059043884,0.8690368674320557,0.93124956,0.38267971149981944,0.6208317
20,0.6028806908581198,0.6105908069005735,0.7970468401908875,0.869218380374588,0.931407,0.38200326839618876,0.62152
21,0.6162974906844456,0.6235826288356932,0.8081557154655457,0.8676481581453124,0.93051314,0.3767433937930371,0.6152436
22,0.6161653996901134,0.6246763632175688,0.8089258074760437,0.8674751626627446,0.9304114,0.3740635976052228,0.6141647
23,0.6149500371748563,0.619425593282173,0.8044661283493042,0.8680879775284651,0.9308112,0.37806314645455347,0.61680144
