epoch,train_loss,valid_loss,valid_mse,valid_r2,valid_PCC,valid_delta_r2,valid_delta_PCC
1,0.636259371667874,0.8322261210930864,1.0012574195861816,0.833534016025232,0.9120263,0.28687644602230394,0.5634373
2,0.6329450338765191,0.8328180992638329,1.0017708539962769,0.8330460537953255,0.9119271,0.28400880540507434,0.5631753
3,0.6299552106732579,0.8356673310707403,1.0046395063400269,0.832887002391032,0.9117983,0.2826058826798708,0.5632406
4,0.6271342910364882,0.8432444576323346,1.011560082435608,0.8320058798333327,0.91123813,0.2801910153401189,0.56105185
5,0.6247468694696069,0.835657896408125,1.0043928623199463,0.8331134678918164,0.9118355,0.2859781743691632,0.5624499
6,0.6231085701982507,0.8376726654217025,1.0063433647155762,0.8327971759729651,0.91166955,0.2832320717610312,0.56223536
7,0.6375794335734208,0.8366994241200987,1.004940152168274,0.8326866182888467,0.91172516,0.28309135307583994,0.56080246
8,0.6364084228925391,0.8393691803458795,1.0078125,0.8322629566835571,0.91149384,0.2797841581084175,0.5614775
9,0.6345353597055408,0.8311123954859297,1.0001133680343628,0.8337319434093444,0.9121612,0.2876061757941818,0.5633368
10,0.632097044333391,0.8336624064408998,1.002462387084961,0.8331165052876057,0.9118909,0.2853377997306562,0.5626664
11,0.6293057751861163,0.8361312775001799,1.004719614982605,0.8331375923242187,0.911854,0.28493654973342514,0.5619605
12,0.6263656814756657,0.8343290539363326,1.00302255153656,0.8327834846842218,0.9118455,0.28356859790326183,0.56231153
13,0.6234324307220587,0.8359276689979567,1.0049716234207153,0.8328667959213153,0.9117783,0.28324966405669333,0.56347966
14,0.6208522019659677,0.8361704877434174,1.0050801038742065,0.8327795093806873,0.91175455,0.28286389766486864,0.5630318
15,0.618730257759478,0.8374386852253818,1.0062614679336548,0.8327079536035512,0.9116431,0.28126856620143864,0.5627429
16,0.6172624344310325,0.8371102702489213,1.0061061382293701,0.8327375462556226,0.9116545,0.28227967780610314,0.56331974
