,pert_iname,pubchem_cid_list,canonical_smiles_list
3206,BRD-K20761826,['44490918'],['CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)CCCN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1']
3207,BRD-K20763692,['54658093'],['O[C@H]1COC[C@@H]2O[C@@H](CC(=O)N3CCCCC3)CC[C@H]2N(Cc2ccc3OCOc3c2)C1']
3208,BRD-K20763958,['54631579'],['CO[C@H]1CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@@H](C)N(CC2CCCCC2)C[C@H]1C']
3209,BRD-K20766305,['60190979'],['Cc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)S(=O)(=O)c1cccc(F)c1']
3210,BRD-K20790586,['54660652'],['CN(C)CCCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]1N2C(=O)Nc1cc(F)ccc1F']
3211,BRD-K20792495,['44487764'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O']
3212,BRD-K20793945,['54661323'],['CN1CCN(CC1)C(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]1N2Cc1ccncc1']
3213,BRD-K20806847,['54618552'],['CC(C)CC#Cc1cnc2O[C@H](CN(C)C(=O)c3cccc(F)c3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1']
3214,BRD-K20820984,['54654068'],['COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3C(=O)N2C)O1']
3215,BRD-K20822925,['54646208'],['OC[C@H]1O[C@@H](CC(=O)NCC(F)(F)F)C[C@H]2[C@@H]1Oc3ccc(NC(=O)c4ccc5OCOc5c4)cc23']
3216,BRD-K20824632,['44483794'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O']
3217,BRD-K20827004,['54649945'],['OC[C@@H]1[C@@H]([C@@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCCC1']
3218,BRD-K20827972,['54661407'],['C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@@H]1N2C(C)=O)c1ccccc1']
3219,BRD-K20834925,['54649383'],['COc1ccc(CNC(=O)c2cc3CN([C@@H](CCO)c3c(n2)-c2cccc(c2)-c2cccc(c2)C#N)[S@@](=O)C(C)(C)C)cc1']
3220,BRD-K20848134,['56835560'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C)OCc3ccccc3-c4ccccc4C1=O']
3221,BRD-K20857608,['54652526'],['OC[C@@H]1[C@H]2[C@H](CN(C(=O)c3cccnc3)c3ccccc23)N1C(=O)CN1CCOCC1']
3222,BRD-K20859359,['44490251'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O']
3223,BRD-K20862010,['60189924'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(CC1)C(=O)c1ccncc1)C(=O)CN(C)C']
3224,BRD-K20863480,['44484391'],['COc1ccc(CN(C)C[C@@H]2Oc3c(NS(=O)(=O)C)cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1']
3225,BRD-K20876879,['54657720'],['O[C@@H]1CN[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COC1']
3226,BRD-K20877010,['54631393'],['CCCNC(=O)Nc1ccc2OC[C@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC']
3227,BRD-K20877213,['54618403'],['COc1cccc(NC(=O)N(C)C[C@H]2Oc3ncc(C#Cc4ccncc4)cc3C(=O)N(C[C@@H]2C)[C@H](C)CO)c1']
3228,BRD-K20898254,['60184862'],['C\\C=C\\c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccc(cc1)C(F)(F)F']
3229,BRD-K20902354,['54652614'],['COc1ccc(CN2[C@H](CO)[C@@H]3[C@H]2CNc2ccccc32)cc1']
3230,BRD-K20914082,['60138134'],['COC(=O)N1N(C(=O)OC)[C@](C(C)C)(C1=O)c1ccsc1']
3231,BRD-K20914452,['56835443'],['CO[C@@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@@H]1C)[C@@H](C)CO)c4ccccc4']
3232,BRD-K20923001,['25243783'],['Fc1cccc(F)c1S(=O)(=O)NCCCCCCNS(=O)(=O)c2ccc3OCCOc3c2']
3233,BRD-K20931972,['44505621'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc(c2)C(F)(F)F)OCc3cn(CCCC1=O)nn3']
3234,BRD-K20949245,['54614989'],['CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO']
3235,BRD-K20950855,['54654156'],['CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1']
3236,BRD-K20954269,['54661110'],['COc1ccccc1-c1ccc2[C@@H]3[C@H](Cn2c1=O)[C@@H](CO)[C@@H](N3C)C(=O)N1CCCCC1']
3237,BRD-K20965564,['56835251'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2c(C)noc2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
3238,BRD-K20978396,['54657870'],['O[C@H]1COC[C@@H]2O[C@H](CC(=O)N3CCOCC3)CC[C@H]2N(C1)C(=O)Nc1cc(Cl)cc(Cl)c1']
3239,BRD-K20985754,['76632'],['COc1ccc(OC)c(CCN)c1']
3240,BRD-K21001652,['54636786'],['CCCC(=O)Nc1ccc2OC[C@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC']
3241,BRD-K21005091,['17400499'],['Clc1ccccc1C(=O)NNC(=O)c2csc(n2)N3CCOCC3']
3242,BRD-K21009077,['4601225'],['OS(=O)(=O)CCN1C(=S)SC(=Cc2cn(nc2-c2ccc(OCc3ccc(Cl)cc3)cc2)-c2ccccc2)C1=O']
3243,BRD-K21017376,['54631025'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)Oc3ncc(cc3C1=O)c4ccc(F)cc4']
3244,BRD-K21033948,['54638779'],['OC[C@@H]1O[C@H](C=C[C@@H]1NC(=O)Cc1cccnc1)CC(=O)Nc1ccccc1']
3245,BRD-K21037590,['56835315'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34']
3246,BRD-K21047238,['54646327'],['OC[C@H]1O[C@@H](CC(=O)N2CCc3ccccc3C2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45']
3247,BRD-K21064560,['16759163'],['CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1']
3248,BRD-K21082546,['54654086'],['CN1[C@@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O']
3249,BRD-K21094215,['54632183'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCOCC3)ccc2OC[C@H](C)N(CC2CC2)C[C@H]1C']
3250,BRD-K21095834,['60185051'],['COc1ccc2c3c([C@H](CO)N(C[C@]33CN(Cc4ccccc4OC)C3)C(=O)C3CC3)n(C)c2c1']
3251,BRD-K21107294,['54649422'],['CN(C)C(=O)c1ccc(cc1)-c1cccc(c1)-c1nc(cc2CN([C@H](CCO)c12)[S@](=O)C(C)(C)C)C(=O)NC1CCC1']
3252,BRD-K21109208,['54650138'],['OC[C@@H]1[C@H]([C@@H](C#N)N1C(=O)Cc1ccncc1)c1ccc(cc1)C1=CCCCC1']
3253,BRD-K21110399,['54617262'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O']
3254,BRD-K21113341,['54664839'],['C\\C=C\\c1ccc2N[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)S(=O)(=O)c1ccc(C)cc1']
3255,BRD-K21120783,['54651275'],['CC(C)N(C[C@@H]1[C@@H]([C@H](CO)N1C(C)=O)c1ccccc1)C(=O)c1ccc(F)cc1']
3256,BRD-K21125707,['44619742'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)N3CCN(C)CC3)OCc4cn(CCCC1=O)nn4']
3257,BRD-K21136828,['54666577'],['COc1ccccc1-c1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@H]12)C(=O)c1cccnc1']
3258,BRD-K21152218,['44484568'],['CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)c3ccncc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1']
3259,BRD-K21153751,['44505142'],['COc1ccccc1S(=O)(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@H](C)CO']
3260,BRD-K21154786,['60184961'],['CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccccc1F']
3261,BRD-K21159035,['54665047'],['OC[C@H]1Nc2ccc(Br)cc2[C@@H]2[C@H]1CCN2C(=O)c1ccccn1']
3262,BRD-K21163701,['54646510'],['OC[C@H]1O[C@H](CC(=O)NCc2cc(F)ccc2F)C[C@H]3[C@@H]1Oc4ccc(NC(=O)c5ccc6OCOc6c5)cc34']
3263,BRD-K21165668,['44493094'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)Oc3ncc(C#Cc4ccc(cc4)C(F)(F)F)cc3C1=O']
3264,BRD-K21170640,['44607576'],['COc1cccc(OC)c1NC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl']
3265,BRD-K21200579,['60189811'],['CCCNC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(CCC(F)(F)F)C1']
3266,BRD-K21209030,['54637863'],['COc1cccc(CN(C)C[C@H]2OCc3ccccc3-c4ccccc4C(=O)N(C[C@@H]2C)[C@H](C)CO)c1']
3267,BRD-K21216453,['54661236'],['COC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@H]1N2Cc1ccccc1']
3268,BRD-K21217422,['60191126'],['COCC#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2[C@@H]1CN(CC2=O)C(=O)C1CCCCC1']
3269,BRD-K21230248,['54661271'],['CC(C)NC(=O)N1[C@@H]2Cn3c(ccc(-c4cccc(c4)C(=O)N(C)C)c3=O)[C@H]1[C@H]([C@@H]2CO)C(O)=O']
3270,BRD-K21232697,['44487262'],['CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1']
3271,BRD-K21237738,['3152427'],['OCC#CCSc1nnc(o1)c2cccc3ccccc23']
3272,BRD-K21259057,['44488434'],['CNC[C@H]1Oc2ccc(NC(=O)Nc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO']
3273,BRD-K21281680,['54646634'],['C[C@@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)c4cccnc4)cc23)[C@@H](CO)O1)c5ccccc5']
3274,BRD-K21285939,['54632221'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2OC[C@H](C)N(C[C@H]1C)C(C)=O']
3275,BRD-K21299908,['60184821'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)C(=O)c1cccnc1)S(C)(=O)=O']
3276,BRD-K21305994,['54631542'],['CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3c(C)noc3C)ccc2OC[C@H](C)NC[C@@H]1C']
3277,BRD-K21317335,['54637714'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(c2)C(=O)O)OCc3ccccc3-c4ccccc4C1=O']
3278,BRD-K21325303,['60192910'],['CCCNC(=O)N(C[C@H]1N[C@H](CO)[C@@H]1c1ccccc1)Cc1cccnc1']
3279,BRD-K21340447,['60185034'],['COCC(=O)N1C[C@]2(CCN(Cc3cccnc3)CC2)c2c([C@@H]1CO)n(C)c1cc(OC)ccc21']
3280,BRD-K21364577,['54637986'],['CC(C)[C@H](C)NC(=O)N(C)C[C@H]1OCc2ccccc2-c3ccccc3C(=O)N(C[C@H]1C)[C@H](C)CO']
3281,BRD-K21374126,['54651250'],['COCC(=O)NC[C@@H]1[C@H]([C@@H](CO)N1C(=O)c1ccccc1)c1ccccc1']
3282,BRD-K21384842,['54645807'],['CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4cccc(F)c4)O[C@H]3CO)c2c1']
3283,BRD-K21387011,['44496450'],['CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1']
3284,BRD-K21389281,['44494086'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O']
3285,BRD-K21400342,['54650048'],['CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@H]1[C@H](CO)N([C@@H]1C#N)C(=O)C1CC1']
3286,BRD-K21400518,['60185216'],['COc1ccc2c3c([C@H](CO)N(C[C@]33CN(CC4CCOCC4)C3)S(C)(=O)=O)n(C)c2c1']
3287,BRD-K21401822,['60138117'],['O=C(NCCc1nc2ccccc2n1CCOc1ccc2cccnc2c1)C1CCCCC1']
3288,BRD-K21421563,['44485610'],['COc1ccc(CN(C)C[C@H]2Oc3c(NS(=O)(=O)C)cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1']
3289,BRD-K21448715,['54665053'],['CN1[C@@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)-c1ccccc1F)S(=O)(=O)c1cccc(C)c1']
3290,BRD-K21453542,['60191566'],['CC(=O)N1[C@@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)c1ccccn1']
3291,BRD-K21453918,['60190992'],['OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)Cc1ccccn1)c1ccc(cc1)C#CCC1CCCC1']
3292,BRD-K21458727,['44484946'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O']
3293,BRD-K21463062,['54638400'],['CN(C)C(=O)C[C@@H]1O[C@@H](CO)[C@@H](NC(=O)c2ccc(F)cc2)C=C1']
3294,BRD-K21472896,['54638904'],['C[C@H](NC(=O)C[C@H]1CC[C@H](NC(=O)c2cccnc2)[C@@H](CO)O1)c1ccccc1']
3295,BRD-K21473123,['54660946'],['C[C@@H](NC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccncc4)c3=O)[C@@H]2N1C)c1ccccc1']
3296,BRD-K21478308,['54638686'],['OC[C@H]1O[C@H](CC(=O)N2CCc3ccccc3C2)CC[C@H]1NC(=O)Nc1cc(F)ccc1F']
3297,BRD-K21482967,['54577524'],['Cc1nc2ccccn2c1P(=O)(c1ccccc1)c1ccccc1']
3298,BRD-K21483310,['60189734'],['CCCNC(=O)N1C[C@]2(CN(C2)S(C)(=O)=O)c2c([C@@H]1CO)n(C)c1cc(OC)ccc21']
3299,BRD-K21498052,['60190975'],['COCC(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccccc1F']
3300,BRD-K21501851,['60184827'],['CCCNC(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cccc(F)c1']
3301,BRD-K21503128,['54651463'],['CN(C[C@@H]1[C@H]([C@H](CO)N1C(=O)C1CC1)c1ccc(cc1)-c1cccnc1)C(C)=O']
3302,BRD-K21516480,['44498628'],['COc1ccc(CN(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1']
3303,BRD-K21528100,['54638315'],['COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@@H]1CO']
3304,BRD-K21537090,['60189976'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1ccccc1Cl)C[C@]31CN(C1)C(=O)C1CC1']
3305,BRD-K21539100,['54652683'],['OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)C3CCOCC3)c3ccccc23)N1C(=O)Cc1ccccc1']
3306,BRD-K21549522,['54638337'],['OC[C@@H]1O[C@@H](CCn2cc(nn2)C2CCCCC2)CC[C@@H]1NC(=O)CN1CCOCC1']
3307,BRD-K21558506,['54645853'],['OC[C@@H]1O[C@@H](CC(=O)NCc2cccnc2)C[C@H]3[C@@H]1Oc4ccc(NS(=O)(=O)c5ccc(F)cc5)cc34']
3308,BRD-K21569926,['60185455'],['C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cncnc1)c1ccc2OCOc2c1']
3309,BRD-K21576808,['60184929'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(CC1)C(=O)c1cnccn1)C(=O)NC(C)C']
3310,BRD-K21590495,['54650003'],['COCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)Cc1ccccc1']
3311,BRD-K21600166,['54632101'],['CO[C@H]1CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H](C)N(Cc2nccs2)C[C@H]1C']
3312,BRD-K21614065,['704205'],['Cc1cc(OCC(=O)Nc2nnc[nH]2)ccc1Cl']
3313,BRD-K21622447,['54651229'],['CCN(C[C@H]1N[C@@H](CO)[C@@H]1c1ccccc1)C(=O)c1ccncc1']
3314,BRD-K21626096,['60190234'],['COc1ccc2c3c([C@H](CO)NC[C@]33CCN(CC3)S(=O)(=O)c3cccc(C)c3)n(C)c2c1']
3315,BRD-K21627123,['54631345'],['CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@@H](C)N(Cc2nccs2)C[C@H]1C']
3316,BRD-K21629388,['54646692'],['OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Cl)cc2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc34']
3317,BRD-K21630495,['54638699'],['Cc1noc(C)c1NC(=O)NCC[C@@H]1CC[C@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1']
3318,BRD-K21635943,['54658174'],['COc1ccc(cc1)S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@H]12']
3319,BRD-K21640605,['665093'],['COc1ccccc1c2nnc(SCC(=O)c3ccc(O)c(O)c3)n2CC=C']
3320,BRD-K21642343,['49849996'],['CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO']
3321,BRD-K21642579,['54665044'],['CN1[C@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)-c1ccc(cc1)C#N)C(C)=O']
3322,BRD-K21643869,['54638855'],['COc1cccc(c1)-c1cn(CC[C@H]2CC[C@H](NS(=O)(=O)Cc3ccccc3)[C@H](CO)O2)nn1']
3323,BRD-K21658057,['44502964'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O']
3324,BRD-K21660676,['54639131'],['Cc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@@H](CC(=O)N2CCc3ccccc3C2)O[C@H]1CO']
3325,BRD-K21665449,['54654287'],['CN1[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O']
3326,BRD-K21668646,['54666482'],['CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(CCC)C[C@@H]12']
3327,BRD-K21672423,['1317598'],['Cc1cc(C)c(C#N)c(SCCS(=O)(=O)c2nc3ccccc3s2)n1']
3328,BRD-K21683465,['60190232'],['COc1ccc2c3c([C@H](CO)N(C[C@]33CN(C3)C(=O)CN3CCOCC3)C(=O)Nc3ccc(F)cc3)n(C)c2c1']
3329,BRD-K21683946,['54637847'],['COc1cccc(c1)S(=O)(=O)N(C)C[C@H]2OCc3ccccc3-c4ccccc4C(=O)N(C[C@@H]2C)[C@H](C)CO']
3330,BRD-K21690323,['60185258'],['COc1ccc2c3c([C@@H](CO)N(C)C[C@]33CCN(CC3)C(=O)NC(C)C)n(C)c2c1']
3331,BRD-K21691498,['44498235'],['COc1ccc(CN(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cccs4)cc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1']
3332,BRD-K21699764,['54652598'],['OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)Nc3cccc(Cl)c3)c3ccccc23)N1C(=O)c1ccncc1']
3333,BRD-K21707058,['54646439'],['OC[C@@H]1O[C@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45']
3334,BRD-K21709199,['44485756'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)N3CCN(C)CC3)OCc4cnnn4CCCC1=O']
3335,BRD-K21728898,['71759006'],['COc1ccc2c3c([C@@H](CO)N(Cc4ccccc4OC)C[C@]33CCN(CC4CC4)CC3)n(C)c2c1']
3336,BRD-K21741022,['54666471'],['C[C@@H](O)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1ccc2OCOc2c1']
3337,BRD-K21747841,['54631986'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C']
3338,BRD-K21751020,['60191104'],['CCCNC(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccc(OC)c1']
3339,BRD-K21773564,['46835808'],['COc1ccc(Oc2c(Cl)cnn(-c3ccc(C(C)C)c(C)c3)c2=O)cc1']
3340,BRD-K21786893,['44499873'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O']
3341,BRD-K21787157,['54664968'],['OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)C1CCCCC1)-c1ccc(cc1)C#N']
3342,BRD-K21787371,['56835421'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc3ccccc3-c4ccccc4C1=O']
3343,BRD-K21788104,['2824173'],['O=C(NNC(=O)c1ccccc1)c2csc(n2)c3cccnc3']
3344,BRD-K21796872,['54646419'],['OC[C@@H]1O[C@H](CC(=O)NCc2cccc(F)c2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)Cc5ccncc5)cc34']
3345,BRD-K21822525,['56643213'],['CCOC(=O)c1ccc(o1)-c1ccc2ncnc(NCc3csc(C)n3)c2c1']
3346,BRD-K21827358,['44485773'],['CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1']
3347,BRD-K21852581,['54637664'],['CO[C@H](C(=O)N(C)C[C@@H]1OCc2ccccc2-c3c(C(=O)N(C[C@H]1C)[C@H](C)CO)n(C)c4ccccc34)c5ccccc5']
3348,BRD-K21855096,['54638828'],['COc1ccccc1S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@@H]1CO']
3349,BRD-K21868159,['60185156'],['COc1cc(CN2C[C@H]3N[C@@H](C2)[C@@H]3c2ccc(cc2)-c2cncnc2)cc(OC)c1']
3350,BRD-K21898148,['54652711'],['COc1ccc(cc1)C(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)Cc2ccccn2)c2ccccc12']
3351,BRD-K21904592,['54658034'],['O[C@@H]1CN[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COC1']
3352,BRD-K21913257,['54654599'],['CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O']
3353,BRD-K21918725,['6903282'],['Cc1nn(c(N2CCCC2)c1C=NN=C(S)Nc3ccccc3F)c4ccccc4']
3354,BRD-K21953167,['54667931'],['CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(Cc3ccncc3)C[C@H]12']
3355,BRD-K21959862,['54637950'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(O)c2)OCc3ccccc3-c4ccccc4C1=O']
3356,BRD-K21967348,['54664916'],['OC[C@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)c1ccncc1)-c1ccccc1']
3357,BRD-K21968411,['54631721'],['CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3cc(C)on3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)C1CCC1']
3358,BRD-K21987633,['54618546'],['C[C@H](O)C#Cc1cnc2O[C@H](CN(C)CC3CCOCC3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1']
3359,BRD-K21991827,['44506038'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc3OCCOc3c2)OCc4cn(CCCC1=O)nn4']
3360,BRD-K21994180,['44486994'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O']
3361,BRD-K22002407,['54646310'],['COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@H]4[C@H](C[C@H](CC(=O)NCc5ccccc5F)O[C@@H]4CO)c3c2']
3362,BRD-K22006123,['24747212'],['C1CCN(C1)c2nc(Nc3ccccc3)nc(n2)N4CCOCC4']
3363,BRD-K22013971,['54645977'],['OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)C[C@H]3[C@@H]1Oc4ccc(NS(=O)(=O)c5ccccc5)cc34']
3364,BRD-K22031742,['60185115'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)C(=O)NC(C)C)C(=O)C1CCOCC1']
